Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00007335,2.247995341,2.71e-11,WBGene00007335,WBGene00007335,History: N.A.
WBGene00012169,2.245298802,3.69e-15,WBGene00012169,WBGene00012169,History: N.A.
WBGene00015994,2.242628138,7.8e-16,WBGene00015994,WBGene00015994,History: N.A.
WBGene00019530,2.241565909,9.34e-09,WBGene00019530,WBGene00019530,History: N.A.
WBGene00009643,2.241295584,2.22e-13,WBGene00009643,WBGene00009643,History: N.A.
WBGene00013165,2.237557302,6.42e-09,WBGene00013165,WBGene00013165,History: N.A.
WBGene00003446,2.235713644,6.59e-10,WBGene00003446,WBGene00003446,History: N.A.
WBGene00020715,2.235376904,3.15e-13,WBGene00020715,WBGene00020715,History: N.A.
WBGene00021370,2.235082983,1.43e-12,WBGene00021370,WBGene00021370,History: N.A.
WBGene00011438,2.232991014,1.11e-08,WBGene00011438,WBGene00011438,History: N.A.
WBGene00007306,2.224606634,2.12e-12,WBGene00007306,WBGene00007306,History: N.A.
WBGene00010241,2.224340854,1.78e-11,WBGene00010241,WBGene00010241,History: N.A.
WBGene00007307,2.222962692,7.41e-12,WBGene00007307,WBGene00007307,History: N.A.
WBGene00020841,2.222756391,7.93e-11,WBGene00020841,WBGene00020841,History: N.A.
WBGene00009492,2.222197229,4.31e-09,WBGene00009492,WBGene00009492,History: N.A.
WBGene00009548,2.221779678,6.02e-09,WBGene00009548,WBGene00009548,History: N.A.
WBGene00010892,2.221621816,4.03e-19,WBGene00010892,WBGene00010892,History: N.A.
WBGene00009502,2.218514326,6.4e-13,WBGene00009502,WBGene00009502,History: N.A.
WBGene00014048,2.218104915,5.91e-10,WBGene00014048,WBGene00014048,History: N.A.
WBGene00012345,2.21737381,8.36e-10,WBGene00012345,WBGene00012345,History: N.A.
WBGene00016010,2.216029345,1.34e-12,WBGene00016010,WBGene00016010,History: N.A.
WBGene00007323,2.215789917,5.02e-06,WBGene00007323,WBGene00007323,History: N.A.
WBGene00019305,2.214097102,2.23e-15,WBGene00019305,WBGene00019305,History: Renamed on 2009-07-21
WBGene00021454,2.213930958,7.15e-07,WBGene00021454,WBGene00021454,History: N.A.
WBGene00014127,2.20838699,3.83e-08,WBGene00014127,WBGene00014127,History: N.A.
WBGene00021993,2.207523166,7.78e-12,WBGene00021993,WBGene00021993,History: N.A.
WBGene00020635,2.20462653,2.03e-17,WBGene00020635,WBGene00020635,History: N.A.
WBGene00010915,2.204184846,9.19e-09,WBGene00010915,WBGene00010915,History: N.A.
WBGene00019531,2.203688844,1.23e-06,WBGene00019531,WBGene00019531,History: N.A.
WBGene00021820,2.201461423,1.63e-14,WBGene00021820,WBGene00021820,History: N.A.
WBGene00013279,2.198133728,2.26e-10,WBGene00013279,WBGene00013279,History: N.A.
WBGene00016902,2.197250216,2.77e-10,WBGene00016902,WBGene00016902,History: N.A.
WBGene00019878,2.194245556,1.68e-08,WBGene00019878,WBGene00019878,History: N.A.
WBGene00044633,2.193809613,1.6e-09,WBGene00044633,WBGene00044633,History: N.A.
WBGene00022760,2.191556899,2.19e-09,WBGene00022760,WBGene00022760,History: N.A.
WBGene00009218,2.188488227,1.56e-11,WBGene00009218,WBGene00009218,History: N.A.
WBGene00011529,2.188396882,2.28e-17,WBGene00011529,WBGene00011529,History: N.A.
WBGene00020116,2.186844882,2.48e-12,WBGene00020116,WBGene00020116,"History: Split into R155.5(WBGene00189953). History of WBGene00020116: Split into ""WBGene00189953"" on 2009-04-20"
WBGene00014813,2.185106748,1.73e-08,WBGene00014813,WBGene00014813,History: N.A.
WBGene00009028,2.1834933,7.1e-13,WBGene00009028,WBGene00009028,History: N.A.
WBGene00018745,2.180290506,3.22e-07,WBGene00018745,WBGene00018745,History: N.A.
WBGene00016954,2.179257038,8.36e-10,WBGene00016954,WBGene00016954,History: N.A.
WBGene00009412,2.17697362,9.42e-11,WBGene00009412,WBGene00009412,History: N.A.
WBGene00015978,2.175752257,1.8e-18,WBGene00015978,WBGene00015978,History: N.A.
WBGene00004972,2.17351096,3.49e-09,WBGene00004972,WBGene00004972,History: N.A.
WBGene00015348,2.173331635,9.79e-09,WBGene00015348,WBGene00015348,History: N.A.
WBGene00022795,2.172911821,3.93e-10,WBGene00022795,WBGene00022795,History: N.A.
WBGene00007611,2.172657658,9.86e-08,WBGene00007611,WBGene00007611,History: N.A.
WBGene00019406,2.17096251,3.15e-14,WBGene00019406,WBGene00019406,History: N.A.
WBGene00021273,2.170600497,3.23e-06,WBGene00021273,WBGene00021273,History: N.A.
WBGene00004026,2.166550644,5.43e-09,WBGene00004026,WBGene00004026,History: N.A.
WBGene00010829,2.165905008,3.89e-05,WBGene00010829,WBGene00010829,History: N.A.
WBGene00044005,2.164584044,6.28e-10,WBGene00044005,WBGene00044005,History: N.A.
WBGene00014007,2.162757252,7.78e-06,WBGene00014007,WBGene00014007,History: N.A.
WBGene00011802,2.157847436,1.16e-13,WBGene00011802,WBGene00011802,History: N.A.
WBGene00194643,2.157290368,1.01e-06,WBGene00194643,WBGene00194643,History: N.A.
WBGene00007278,2.156526773,9.9e-10,WBGene00007278,WBGene00007278,History: N.A.
WBGene00045484,2.156442395,6.48e-10,WBGene00045484,WBGene00045484,History: N.A.
WBGene00015030,2.156030567,4.52e-10,WBGene00015030,WBGene00015030,History: N.A.
WBGene00008561,2.15376664,5.6e-14,WBGene00008561,WBGene00008561,History: N.A.
WBGene00007255,2.151702027,1.74e-09,WBGene00007255,WBGene00007255,History: N.A.
WBGene00007721,2.151550296,2.95e-09,WBGene00007721,WBGene00007721,History: N.A.
WBGene00019425,2.151072739,3.58e-08,WBGene00019425,WBGene00019425,History: N.A.
WBGene00008336,2.147836641,7.19e-08,WBGene00008336,WBGene00008336,History: N.A.
WBGene00000268,2.145736047,4.68e-12,WBGene00000268,WBGene00000268,History: N.A.
WBGene00001046,2.143063053,4.9e-12,WBGene00001046,WBGene00001046,History: N.A.
WBGene00004053,2.1407334,6.06e-19,WBGene00004053,WBGene00004053,History: Renamed on 2014-11-18
WBGene00194703,2.140725439,9.98e-10,WBGene00194703,WBGene00194703,History: N.A.
WBGene00021968,2.138646437,2.64e-08,WBGene00021968,WBGene00021968,History: N.A.
WBGene00016382,2.137598047,2.71e-11,WBGene00016382,WBGene00016382,History: N.A.
WBGene00021398,2.137182897,1.49e-06,WBGene00021398,WBGene00021398,History: N.A.
WBGene00022710,2.136339352,4.56e-08,WBGene00022710,WBGene00022710,History: N.A.
WBGene00017386,2.132251178,2.08e-13,WBGene00017386,WBGene00017386,History: N.A.
WBGene00003464,2.130779588,1.88e-10,WBGene00003464,WBGene00003464,History: N.A.
WBGene00000019,2.128351454,7.3e-11,WBGene00000019,WBGene00000019,History: N.A.
WBGene00017643,2.126269156,3.38e-25,WBGene00017643,WBGene00017643,History: N.A.
WBGene00008812,2.124523361,8.55e-13,WBGene00008812,WBGene00008812,"History: Split into F14F7.7(WBGene00206390). History of WBGene00008812: Split into ""WBGene00206390"" on 2011-01-21"
WBGene00019084,2.124145517,5.87e-07,WBGene00019084,WBGene00019084,History: N.A.
WBGene00013478,2.122928542,1.32e-10,WBGene00013478,WBGene00013478,History: N.A.
WBGene00017213,2.121499185,1.68e-11,WBGene00017213,WBGene00017213,History: N.A.
WBGene00011466,2.120584407,5.36e-07,WBGene00011466,WBGene00011466,History: N.A.
WBGene00015987,2.119458392,6.49e-13,WBGene00015987,WBGene00015987,History: N.A.
WBGene00016735,2.119397077,3.73e-15,WBGene00016735,WBGene00016735,History: N.A.
WBGene00021870,2.119078283,2e-11,WBGene00021870,WBGene00021870,History: N.A.
WBGene00010980,2.117739021,1.89e-09,WBGene00010980,WBGene00010980,History: N.A.
WBGene00003465,2.117660454,1.65e-09,WBGene00003465,WBGene00003465,History: N.A.
WBGene00011968,2.111462185,3.14e-11,WBGene00011968,WBGene00011968,History: N.A.
WBGene00017636,2.109108833,5.02e-07,WBGene00017636,WBGene00017636,History: N.A.
WBGene00014128,2.109070512,1.16e-06,WBGene00014128,WBGene00014128,History: N.A.
WBGene00013033,2.106174424,5.84e-07,WBGene00013033,WBGene00013033,History: N.A.
WBGene00012102,2.105339352,1.61e-13,WBGene00012102,WBGene00012102,History: N.A.
WBGene00016605,2.104924493,1.24e-11,WBGene00016605,WBGene00016605,History: N.A.
WBGene00006959,2.104295487,5.98e-24,WBGene00006959,WBGene00006959,History: N.A.
WBGene00002717,2.103753031,1.85e-19,WBGene00002717,WBGene00002717,History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04
WBGene00003579,2.103302751,6.52e-11,WBGene00003579,WBGene00003579,History: N.A.
WBGene00220259,2.102461753,4.03e-06,WBGene00220259,WBGene00220259,History: N.A.
WBGene00014169,2.100218597,7.93e-09,WBGene00014169,WBGene00014169,History: N.A.
WBGene00185078,2.098740336,1.53e-09,WBGene00185078,WBGene00185078,History: N.A.
WBGene00007733,2.096397537,1.91e-11,WBGene00007733,WBGene00007733,History: N.A.
WBGene00010485,2.095495116,1.79e-12,WBGene00010485,WBGene00010485,History: Renamed on 2014-03-03
WBGene00007300,2.094709223,1.35e-11,WBGene00007300,WBGene00007300,History: N.A.
WBGene00017724,2.093881031,3.9e-06,WBGene00017724,WBGene00017724,History: N.A.
WBGene00017658,2.091116744,3.17e-18,WBGene00017658,WBGene00017658,History: N.A.
WBGene00044205,2.091074629,4.23e-07,WBGene00044205,WBGene00044205,History: N.A.
WBGene00003438,2.090637792,3.37e-09,WBGene00003438,WBGene00003438,History: N.A.
WBGene00006039,2.090205739,3.75e-11,WBGene00006039,WBGene00006039,History: N.A.
WBGene00011511,2.087353567,7.6e-18,WBGene00011511,WBGene00011511,History: N.A.
WBGene00008772,2.086775686,2.1e-06,WBGene00008772,WBGene00008772,History: N.A.
WBGene00000838,2.0839149,7.1e-23,WBGene00000838,WBGene00000838,History: N.A.
WBGene00009239,2.08204021,1.99e-09,WBGene00009239,WBGene00009239,History: N.A.
WBGene00044026,2.081263957,9.1e-13,WBGene00044026,WBGene00044026,History: N.A.
WBGene00015097,2.081046297,2.07e-09,WBGene00015097,WBGene00015097,History: N.A.
WBGene00009308,2.077648815,1.08e-10,WBGene00009308,WBGene00009308,History: Renamed on 2014-09-24
WBGene00044003,2.074702122,3.07e-06,WBGene00044003,WBGene00044003,History: N.A.
WBGene00016445,2.073331311,7.7e-09,WBGene00016445,WBGene00016445,History: N.A.
WBGene00012872,2.064309712,8.08e-06,WBGene00012872,WBGene00012872,History: N.A.
WBGene00010758,2.063992529,1.73e-14,WBGene00010758,WBGene00010758,History: N.A.
WBGene00017442,2.063869337,4.89e-06,WBGene00017442,WBGene00017442,History: N.A.
WBGene00006509,2.063466623,1.07e-07,WBGene00006509,WBGene00006509,History: N.A.
WBGene00015992,2.06006569,3.5e-09,WBGene00015992,WBGene00015992,History: N.A.
WBGene00000878,2.057251352,2.23e-09,WBGene00000878,WBGene00000878,History: N.A.
WBGene00016058,2.056176553,6.38e-07,WBGene00016058,WBGene00016058,History: N.A.
WBGene00022754,2.056068249,2.66e-11,WBGene00022754,WBGene00022754,History: N.A.
WBGene00020349,2.055484706,5.55e-15,WBGene00020349,WBGene00020349,History: N.A.
WBGene00011951,2.054402818,3.42e-10,WBGene00011951,WBGene00011951,History: N.A.
WBGene00020978,2.054133967,4.85e-06,WBGene00020978,WBGene00020978,History: N.A.
WBGene00012684,2.054104458,2.91e-16,WBGene00012684,WBGene00012684,History: N.A.
WBGene00013296,2.052445493,1.68e-06,WBGene00013296,WBGene00013296,"History: Split into glb-34(WBGene00077763). History of WBGene00013296: Split into ""WBGene00077763"" on 2008-05-23"
WBGene00013158,2.052414256,3.27e-15,WBGene00013158,WBGene00013158,History: N.A.
WBGene00021316,2.050450614,1.63e-22,WBGene00021316,WBGene00021316,History: N.A.
WBGene00018594,2.050252843,3.34e-07,WBGene00018594,WBGene00018594,History: N.A.
WBGene00009321,2.049728425,3.78e-10,WBGene00009321,WBGene00009321,History: N.A.
WBGene00017955,2.048601434,1.06e-09,WBGene00017955,WBGene00017955,History: N.A.
WBGene00022732,2.048594768,7.88e-09,WBGene00022732,WBGene00022732,History: N.A.
WBGene00021214,2.048000391,4.44e-09,WBGene00021214,WBGene00021214,History: N.A.
WBGene00003452,2.04734921,7.75e-10,WBGene00003452,WBGene00003452,History: N.A.
WBGene00002198,2.044807125,3.62e-09,WBGene00002198,WBGene00002198,History: N.A.
WBGene00019026,2.044390893,7.91e-08,WBGene00019026,WBGene00019026,History: N.A.
WBGene00007732,2.044374539,1.23e-13,WBGene00007732,WBGene00007732,History: Renamed on 2011-09-22; Renamed on 2013-04-16
WBGene00010906,2.042712308,6.33e-08,WBGene00010906,WBGene00010906,History: N.A.
WBGene00017832,2.042379453,9.08e-10,WBGene00017832,WBGene00017832,History: N.A.
WBGene00001579,2.041052188,6.54e-15,WBGene00001579,WBGene00001579,History: N.A.
WBGene00003434,2.040681562,7.15e-11,WBGene00003434,WBGene00003434,History: N.A.
WBGene00004855,2.040050953,1.9800000000000003e-27,WBGene00004855,WBGene00004855,History: N.A.
WBGene00019150,2.0388484,2.39e-07,WBGene00019150,WBGene00019150,"History: Split into H04J21.4(WBGene00305994). History of WBGene00019150: Split into ""WBGene00305994"" on 2020-01-21"
WBGene00008565,2.036601643,1.94e-13,WBGene00008565,WBGene00008565,History: Renamed on 2015-04-29; Renamed on 2017-01-05
WBGene00206390,2.035648394,2.67e-14,WBGene00206390,WBGene00206390,History: N.A.
WBGene00006038,2.035177791,1.04e-10,WBGene00006038,WBGene00006038,History: N.A.
WBGene00006416,2.034759525,9.21e-09,WBGene00006416,WBGene00006416,History: Renamed on 2008-09-10
WBGene00003425,2.033867559,4.35e-10,WBGene00003425,WBGene00003425,History: N.A.
WBGene00016675,2.032095857,2.05e-07,WBGene00016675,WBGene00016675,History: N.A.
WBGene00013824,2.030698885,5.78e-06,WBGene00013824,WBGene00013824,History: N.A.
WBGene00004963,2.030569495,2.96e-08,WBGene00004963,WBGene00004963,History: N.A.
WBGene00012679,2.027793449,2.28e-13,WBGene00012679,WBGene00012679,History: N.A.
WBGene00001249,2.026714426,9.69e-06,WBGene00001249,WBGene00001249,History: N.A.
WBGene00000843,2.021793328,4.48e-14,WBGene00000843,WBGene00000843,History: Renamed on 2005-08-18; Renamed on 2013-11-18
WBGene00021343,2.021734969,7.65e-06,WBGene00021343,WBGene00021343,History: N.A.
WBGene00018359,2.021106568,1.16e-06,WBGene00018359,WBGene00018359,"History: Split into F42G8.18(WBGene00249816). History of WBGene00018359: Split into ""WBGene00249816"" on 2014-01-28"
WBGene00008425,2.019290573,4.05e-06,WBGene00008425,WBGene00008425,History: N.A.
WBGene00018119,2.019136982,1.01e-05,WBGene00018119,WBGene00018119,History: N.A.
WBGene00003467,2.016361634,1.3e-09,WBGene00003467,WBGene00003467,History: N.A.
WBGene00022549,2.011923192,1.82e-12,WBGene00022549,WBGene00022549,History: N.A.
WBGene00014857,2.010493447,2.85e-07,WBGene00014857,WBGene00014857,History: N.A.
WBGene00019169,2.007647857,1.31e-10,WBGene00019169,WBGene00019169,History: N.A.
WBGene00003735,2.007457237,5.66e-12,WBGene00003735,WBGene00003735,History: N.A.
WBGene00000770,2.007383595,4.42e-13,WBGene00000770,WBGene00000770,History: N.A.
WBGene00006625,2.006828592,1.38e-06,WBGene00006625,WBGene00006625,"History: Split into ZC581.10(WBGene00195178). History of WBGene00006625: Split into ""WBGene00195178"" on 2010-06-23"
WBGene00004908,2.006024344,3.62e-11,WBGene00004908,WBGene00004908,History: N.A.
WBGene00011290,2.005611454,5.51e-09,WBGene00011290,WBGene00011290,History: N.A.
WBGene00008074,2.005402861,4.97e-08,WBGene00008074,WBGene00008074,History: N.A.
WBGene00015944,2.001617923,6.24e-11,WBGene00015944,WBGene00015944,History: N.A.
WBGene00002008,1.999806945,3.91e-15,WBGene00002008,WBGene00002008,History: N.A.
WBGene00022621,1.997253911,2.8e-08,WBGene00022621,WBGene00022621,History: N.A.
WBGene00018528,1.996206808,9.31e-07,WBGene00018528,WBGene00018528,History: N.A.
WBGene00009016,1.996126545,2.05e-09,WBGene00009016,WBGene00009016,History: N.A.
WBGene00020940,1.993343055,3.07e-06,WBGene00020940,WBGene00020940,History: N.A.
WBGene00020627,1.988437846,4.17e-08,WBGene00020627,WBGene00020627,History: N.A.
WBGene00009259,1.987108496,2.86e-16,WBGene00009259,WBGene00009259,History: N.A.
WBGene00019664,1.985417934,4.3e-12,WBGene00019664,WBGene00019664,History: N.A.
WBGene00012983,1.985016487,1.51e-13,WBGene00012983,WBGene00012983,History: N.A.
WBGene00003463,1.984861207,9.44e-09,WBGene00003463,WBGene00003463,History: N.A.
WBGene00019747,1.984676908,3.33e-14,WBGene00019747,WBGene00019747,History: N.A.
WBGene00003562,1.984113722,4.87e-10,WBGene00003562,WBGene00003562,History: N.A.
WBGene00008229,1.980612726,2.5e-09,WBGene00008229,WBGene00008229,History: N.A.
WBGene00019015,1.97926472,1.64e-07,WBGene00019015,WBGene00019015,History: N.A.
WBGene00009846,1.978400421,2.78e-15,WBGene00009846,WBGene00009846,History: N.A.
WBGene00017542,1.975970383,1.91e-08,WBGene00017542,WBGene00017542,History: N.A.
WBGene00185006,1.975779655,1.76e-06,WBGene00185006,WBGene00185006,History: N.A.
WBGene00017553,1.973658041,1.14e-07,WBGene00017553,WBGene00017553,History: N.A.
WBGene00008205,1.972691004,1.01e-23,WBGene00008205,WBGene00008205,History: Renamed on 2016-06-14
WBGene00019337,1.970494088,9.21e-10,WBGene00019337,WBGene00019337,History: N.A.
WBGene00007480,1.968881732,6.33e-11,WBGene00007480,WBGene00007480,"History: Split into C09F9.7(WBGene00045322). History of WBGene00007480: Split into ""WBGene00045322"" on 2007-03-22"
WBGene00008950,1.965854252,7.2e-12,WBGene00008950,WBGene00008950,History: N.A.
WBGene00012379,1.964084603,3.51e-10,WBGene00012379,WBGene00012379,History: N.A.
WBGene00009581,1.963313902,1.76e-06,WBGene00009581,WBGene00009581,History: N.A.
WBGene00016752,1.963238836,1.06e-07,WBGene00016752,WBGene00016752,History: N.A.
WBGene00016759,1.9627308,4.49e-06,WBGene00016759,WBGene00016759,History: N.A.
WBGene00000913,1.962700893,5.46e-14,WBGene00000913,WBGene00000913,History: N.A.
WBGene00021997,1.961416691,9.2e-08,WBGene00021997,WBGene00021997,History: N.A.
WBGene00219661,1.960264068,1.53e-15,WBGene00219661,WBGene00219661,History: N.A.
WBGene00019343,1.96025955,2.18e-05,WBGene00019343,WBGene00019343,History: N.A.
WBGene00235281,1.959977716,8.24e-08,WBGene00235281,WBGene00235281,History: N.A.
WBGene00020007,1.958974084,1.31e-06,WBGene00020007,WBGene00020007,History: N.A.
WBGene00013684,1.957106899,4.94e-08,WBGene00013684,WBGene00013684,History: N.A.
WBGene00003468,1.954294677,8.66e-08,WBGene00003468,WBGene00003468,History: N.A.
WBGene00019077,1.953633972,4.35e-14,WBGene00019077,WBGene00019077,History: N.A.
WBGene00016491,1.952539707,8.13e-06,WBGene00016491,WBGene00016491,History: N.A.
WBGene00007209,1.950615827,4.21e-06,WBGene00007209,WBGene00007209,History: N.A.
WBGene00005012,1.9467439,2.89e-06,WBGene00005012,WBGene00005012,History: N.A.
WBGene00022673,1.945867416,5.48e-12,WBGene00022673,WBGene00022673,History: N.A.
WBGene00014174,1.944763114,1.17e-06,WBGene00014174,WBGene00014174,History: N.A.
WBGene00008333,1.94014728,3.03e-05,WBGene00008333,WBGene00008333,History: N.A.
WBGene00007699,1.937095992,1.24e-08,WBGene00007699,WBGene00007699,History: N.A.
WBGene00008001,1.935527722,3.66e-07,WBGene00008001,WBGene00008001,History: N.A.
WBGene00007230,1.935060411,9.88e-16,WBGene00007230,WBGene00007230,History: N.A.
WBGene00269346,1.934493204,1.69e-06,WBGene00269346,WBGene00269346,History: N.A.
WBGene00021472,1.93249822,5.65e-07,WBGene00021472,WBGene00021472,History: N.A.
WBGene00013473,1.930221749,2.95e-06,WBGene00013473,WBGene00013473,History: N.A.
WBGene00003449,1.930169868,2.91e-08,WBGene00003449,WBGene00003449,History: N.A.
WBGene00012894,1.929683164,1.28e-16,WBGene00012894,WBGene00012894,History: N.A.
WBGene00045306,1.92966309,7.44e-05,WBGene00045306,WBGene00045306,History: N.A.
WBGene00013052,1.929058244,2.03e-07,WBGene00013052,WBGene00013052,History: N.A.
WBGene00018497,1.928618351,7.37e-06,WBGene00018497,WBGene00018497,History: N.A.
WBGene00003450,1.928518583,3.58e-08,WBGene00003450,WBGene00003450,History: N.A.
WBGene00013474,1.928205043,1.71e-11,WBGene00013474,WBGene00013474,History: N.A.
WBGene00019237,1.92699621,3.84e-17,WBGene00019237,WBGene00019237,History: N.A.
WBGene00008125,1.924400012,2.25e-07,WBGene00008125,WBGene00008125,History: N.A.
WBGene00220250,1.922542402,6.59e-05,WBGene00220250,WBGene00220250,History: N.A.
WBGene00018138,1.92247746,1.93e-13,WBGene00018138,WBGene00018138,History: N.A.
WBGene00013526,1.920787983,1.34e-08,WBGene00013526,WBGene00013526,History: N.A.
WBGene00010639,1.919404271,5.95e-08,WBGene00010639,WBGene00010639,"History: Split into K07F5.22(WBGene00303023). History of WBGene00010639: Split into ""WBGene00303023"" on 2018-03-06"
WBGene00019509,1.916959877,9.56e-10,WBGene00019509,WBGene00019509,History: N.A.
WBGene00044478,1.91602263,7.35e-11,WBGene00044478,WBGene00044478,History: N.A.
WBGene00012315,1.915905323,2.59e-13,WBGene00012315,WBGene00012315,History: N.A.
WBGene00022143,1.911837393,2.22e-06,WBGene00022143,WBGene00022143,History: N.A.
WBGene00006785,1.908656769,2.94e-09,WBGene00006785,WBGene00006785,History: N.A.
WBGene00010651,1.908540483,8.66e-08,WBGene00010651,WBGene00010651,History: N.A.
WBGene00007081,1.908403592,1.15e-05,WBGene00007081,WBGene00007081,History: N.A.
WBGene00008743,1.907311367,7.53e-11,WBGene00008743,WBGene00008743,History: N.A.
WBGene00008052,1.904483513,1.19e-06,WBGene00008052,WBGene00008052,History: Renamed on 2017-02-17
WBGene00021556,1.903756576,6.41e-10,WBGene00021556,WBGene00021556,History: N.A.
WBGene00021995,1.901733614,2.01e-09,WBGene00021995,WBGene00021995,History: N.A.
WBGene00022002,1.900231478,1.6e-06,WBGene00022002,WBGene00022002,History: N.A.
WBGene00013696,1.899911438,7.5e-06,WBGene00013696,WBGene00013696,History: N.A.
WBGene00010728,1.897338683,1.38e-06,WBGene00010728,WBGene00010728,History: N.A.
WBGene00206357,1.895952907,2.38e-05,WBGene00206357,WBGene00206357,History: N.A.
WBGene00003962,1.894898447,5.94e-10,WBGene00003962,WBGene00003962,History: N.A.
WBGene00011351,1.890179577,5.41e-06,WBGene00011351,WBGene00011351,History: N.A.
WBGene00015609,1.890178383,5.5e-06,WBGene00015609,WBGene00015609,History: N.A.
WBGene00013299,1.889886749,5.63e-05,WBGene00013299,WBGene00013299,History: N.A.
WBGene00011795,1.888927184,1.33e-09,WBGene00011795,WBGene00011795,History: N.A.
WBGene00020102,1.885535349,1.1e-14,WBGene00020102,WBGene00020102,History: N.A.
WBGene00009754,1.883891959,1.56e-05,WBGene00009754,WBGene00009754,History: N.A.
WBGene00017490,1.882719957,1.51e-06,WBGene00017490,WBGene00017490,History: N.A.
WBGene00050940,1.88226406,9.85e-05,WBGene00050940,WBGene00050940,History: N.A.
WBGene00012360,1.87954149,3.74e-19,WBGene00012360,WBGene00012360,History: N.A.
WBGene00007461,1.878601516,2.02e-09,WBGene00007461,WBGene00007461,History: N.A.
WBGene00018958,1.877755159,2.1e-07,WBGene00018958,WBGene00018958,History: N.A.
WBGene00020516,1.877048208,3.89e-09,WBGene00020516,WBGene00020516,History: N.A.
WBGene00016644,1.876935563,1.93e-09,WBGene00016644,WBGene00016644,History: N.A.
WBGene00235294,1.87571279,3.6e-05,WBGene00235294,WBGene00235294,History: N.A.
WBGene00022268,1.874277662,1.86e-06,WBGene00022268,WBGene00022268,History: N.A.
WBGene00015305,1.873864218,1.27e-06,WBGene00015305,WBGene00015305,History: N.A.
WBGene00020350,1.87256425,1.86e-07,WBGene00020350,WBGene00020350,History: N.A.
WBGene00013325,1.871802235,2.21e-09,WBGene00013325,WBGene00013325,History: N.A.
WBGene00019628,1.871001908,2.68e-13,WBGene00019628,WBGene00019628,History: N.A.
WBGene00012831,1.869267499,2.28e-07,WBGene00012831,WBGene00012831,History: N.A.
WBGene00015855,1.867921566,1.74e-08,WBGene00015855,WBGene00015855,History: N.A.
WBGene00012189,1.867215156,2.01e-10,WBGene00012189,WBGene00012189,History: N.A.
WBGene00010547,1.86461379,7.7e-07,WBGene00010547,WBGene00010547,History: N.A.
WBGene00009811,1.864532961,2.48e-06,WBGene00009811,WBGene00009811,History: N.A.
WBGene00015931,1.862061474,8e-08,WBGene00015931,WBGene00015931,History: N.A.
WBGene00013053,1.860333959,7.14e-05,WBGene00013053,WBGene00013053,History: N.A.
WBGene00017817,1.859185604,4.26e-05,WBGene00017817,WBGene00017817,History: N.A.
WBGene00022229,1.858613469,8.57e-05,WBGene00022229,WBGene00022229,History: N.A.
WBGene00018350,1.857010944,1.01e-11,WBGene00018350,WBGene00018350,History: Renamed on 2013-10-04
WBGene00003444,1.85687428,6.83e-07,WBGene00003444,WBGene00003444,History: N.A.
WBGene00007554,1.85664625,2e-15,WBGene00007554,WBGene00007554,History: N.A.
WBGene00022794,1.856146362,8.24e-12,WBGene00022794,WBGene00022794,"History: Split into ZK686.6(WBGene00044799). History of WBGene00022794: Split into ""WBGene00044799"" on 2006-04-21"
WBGene00016843,1.855954753,8.73e-05,WBGene00016843,WBGene00016843,History: N.A.
WBGene00016956,1.854539435,1.2e-08,WBGene00016956,WBGene00016956,History: N.A.
WBGene00007308,1.853642131,1.89e-07,WBGene00007308,WBGene00007308,History: N.A.
WBGene00044298,1.852835647,4e-06,WBGene00044298,WBGene00044298,History: N.A.
WBGene00219425,1.850616448,4.09e-07,WBGene00219425,WBGene00219425,History: N.A.
WBGene00013644,1.850433694,9.7e-12,WBGene00013644,WBGene00013644,History: N.A.
WBGene00022389,1.847697389,5.98e-10,WBGene00022389,WBGene00022389,History: N.A.
WBGene00012468,1.846999665,3.79e-08,WBGene00012468,WBGene00012468,History: N.A.
WBGene00020140,1.846224605,2.37e-09,WBGene00020140,WBGene00020140,History: Renamed on 2008-06-04; Renamed on 2008-11-21; Renamed on 2014-03-03
WBGene00220015,1.845077942,2.11e-08,WBGene00220015,WBGene00220015,History: N.A.
WBGene00010091,1.844619643,6.57e-07,WBGene00010091,WBGene00010091,History: N.A.
WBGene00011619,1.842345378,1.96e-09,WBGene00011619,WBGene00011619,History: N.A.
WBGene00006648,1.840548365,2.79e-13,WBGene00006648,WBGene00006648,History: N.A.
WBGene00018098,1.840526183,1.36e-05,WBGene00018098,WBGene00018098,History: N.A.
WBGene00009782,1.840453145,6.34e-05,WBGene00009782,WBGene00009782,History: N.A.
WBGene00019081,1.839735308,2.4e-12,WBGene00019081,WBGene00019081,History: N.A.
WBGene00015291,1.839083696,3.67e-05,WBGene00015291,WBGene00015291,History: N.A.
WBGene00044744,1.838992085,1.13e-08,WBGene00044744,WBGene00044744,History: N.A.
WBGene00003432,1.838217165,1.08e-06,WBGene00003432,WBGene00003432,History: N.A.
WBGene00021633,1.836495478,8.81e-05,WBGene00021633,WBGene00021633,History: N.A.
WBGene00016511,1.835287352,8.56e-08,WBGene00016511,WBGene00016511,History: N.A.
WBGene00021765,1.834837855,1.94e-09,WBGene00021765,WBGene00021765,History: N.A.
WBGene00006803,1.833998174,3.66e-14,WBGene00006803,WBGene00006803,History: N.A.
