ProbeName,Fold change([1] vs Zero),Regulation([1] vs Zero),[1](normalized),Common name,gene,Description,GenbankAccession,ControlType,fold change,Input,Suggested Match,History,Input,Suggested Match,History
A_12_P118673,2.4910367,up,1.3167462,D1025.6,D1025.6,,,FALSE,1.3167462,,,,,,
A_12_P115384,3.1093435,up,1.63661,D1025.7,D1025.7,,,FALSE,1.63661,,,,,,
A_12_P102764,2.6718552,up,1.4178418,D1025.8,D1025.8,,,FALSE,1.4178418,,,,,,
A_12_P116960,2.4573715,up,1.2971159,D1025.9,D1025.9,,,FALSE,1.2971159,,,,,,
A_12_P114882,3.5004394,up,1.807536,D1044.2b,D1044.2b,,,FALSE,1.807536,,,,,,
A_12_P102456,11.399369,up,3.5108821,D1054.9b,D1054.9b,,,FALSE,3.5108821,,,,,,
A_12_P107446,6.6807475,up,2.7400095,D1069.2,D1069.2,calponin [D1069.2],,FALSE,2.7400095,,,,,,
A_12_P113691,8.563847,up,3.098259,D2023.7,D2023.7,collagen [D2023.7],,FALSE,3.098259,,,,,,
A_12_P106502,2.523425,up,1.3353833,D2024.1,D2024.1,,,FALSE,1.3353833,,,,,,
A_12_P109412,2.3144765,up,1.2106858,D2045.9.1,D2045.9.1,,,FALSE,1.2106858,,,,,,
A_12_P106388,4.4293866,up,2.147107,D2092.8,D2092.8,,,FALSE,2.147107,,,,,,
A_12_P113141,5.477033,up,2.4533947,D2096.6,D2096.6,,,FALSE,2.4533947,,,,,,
A_12_P100958,4.7858543,up,2.2587764,DY3.5,DY3.5,,,FALSE,2.2587764,,,,,,
A_12_P111497,2.2770276,up,1.1871518,E01G4.3,E01G4.3,,,FALSE,1.1871518,,,,,,
A_12_P105856,10.861995,up,3.4412172,E01G4.6,E01G4.6,,,FALSE,3.4412172,,,,,,
A_12_P102195,6.5276675,up,2.7065675,E01G6.1.1,E01G6.1.1,pancreatic trypsin inhibitor (kunitz) protein [E01G6.1.1],,FALSE,2.7065675,,,,,,
A_12_P102052,10.210617,up,3.351998,E02A10.2,E02A10.2,,,FALSE,3.351998,,,,,,
A_12_P111744,2.1673484,up,1.115931,E02A10.4,E02A10.4,,,FALSE,1.115931,,,,,,
A_12_P119109,3.995342,up,1.998319,E02H9.1,E02H9.1,,,FALSE,1.998319,,,,,,
A_12_P118168,4.5399003,up,2.1826606,E02H9.9,E02H9.9,,,FALSE,2.1826606,,,,,,
A_12_P114442,2.2133677,up,1.1462432,E03G2.4,E03G2.4,cuticle collagen [E03G2.4],,FALSE,1.1462432,,,,,,
A_12_P118283,2.4810562,up,1.3109545,E04D5.3,E04D5.3,cuticlin like protein [E04D5.3],,FALSE,1.3109545,,,,,,
A_12_P111978,2.125095,up,1.0875273,E04F6.6,E04F6.6,,,FALSE,1.0875273,,,,,,
A_12_P108572,2.134895,up,1.0941652,E04F6.9,E04F6.9,,,FALSE,1.0941652,,,,,,
A_12_P100238,2.3702133,up,1.2450169,EGAP1.3,EGAP1.3,matrix metalloproteinase [EGAP1.3],,FALSE,1.2450169,,,,,,
A_12_P108088,8.03951,up,3.0071075,EGAP7.1.1,EGAP7.1.1,cuticular collagen [EGAP7.1.1],,FALSE,3.0071075,,,,,,
A_12_P105010,2.5611455,up,1.3567892,EGAP9.2,EGAP9.2,,,FALSE,1.3567892,,,,,,
A_12_P108602,4.7074323,up,2.2349403,F01D5.10,F01D5.10,,,FALSE,2.2349403,,,,,,
A_12_P107244,7.0959687,up,2.8269997,F01D5.6,F01D5.6,,,FALSE,2.8269997,,,,,,
A_12_P104524,3.413944,up,1.7714394,F01D5.7b,F01D5.7b,,,FALSE,1.7714394,,,,,,
A_12_P118250,11.797105,up,3.560361,F01E11.1,F01E11.1,UDP-glucuronosyltransferase [F01E11.1],,FALSE,3.560361,,,,,,
A_12_P114316,6.655396,up,2.7345245,F01G10.10,F01G10.10,lipopolysaccharide-binding protein like [F01G10.10],,FALSE,2.7345245,,,,,,
A_12_P107097,2.1236722,up,1.0865612,F01G10.5,F01G10.5,,,FALSE,1.0865612,,,,,,
A_12_P118932,2.8543334,up,1.5131539,F01G10.6,F01G10.6,,,FALSE,1.5131539,,,,,,
A_12_P102823,4.334494,up,2.1158636,F02C12.5a,F02C12.5a,cytochrome P450 [F02C12.5a],,FALSE,2.1158636,,,,,,
A_12_P109742,5.5581164,up,2.474596,F02C12.5c,F02C12.5c,,,FALSE,2.474596,,,,,,
A_12_P116941,2.7122738,up,1.4395028,F02C9.1,F02C9.1,,,FALSE,1.4395028,,,,,,
A_12_P101232,13.410915,up,3.7453358,F02D10.1,F02D10.1,cuticle collagen [F02D10.1],,FALSE,3.7453358,,,,,,
A_12_P112809,11.456618,up,3.5181093,F02D8.2,F02D8.2,,,FALSE,3.5181093,,,,,,
A_12_P115068,3.4339173,up,1.7798553,F02E11.5,F02E11.5,,,FALSE,1.7798553,,,,,,
A_12_P104483,2.840852,up,1.5063237,F07D3.3,F07D3.3,,,FALSE,1.5063237,,,,,,
A_12_P113107,4.1765914,up,2.062326,F07E5.7,F07E5.7,,,FALSE,2.062326,,,,,,
A_12_P118592,4.480478,up,2.1636527,F07F6.5,F07F6.5,,,FALSE,2.1636527,,,,,,
A_12_P105875,5.0758004,up,2.3436353,F07G11.1,F07G11.1,,,FALSE,2.3436353,,,,,,
A_12_P109164,2.2327178,up,1.1588008,F07G11.5,F07G11.5,"7TM chemoreceptor, srj family [F07G11.5]",,FALSE,1.1588008,,,,,,
A_12_P115264,2.3541312,up,1.2351947,F07G6.8,F07G6.8,,,FALSE,1.2351947,,,,,,
A_12_P106927,3.4717267,up,1.7956533,F07H5.6,F07H5.6,,,FALSE,1.7956533,,,,,,
A_12_P106614,4.8810906,up,2.2872036,F07H5.8,F07H5.8,keratin like [F07H5.8],,FALSE,2.2872036,,,,,,
A_12_P107810,2.811248,up,1.4912108,F08B12.1,F08B12.1,,,FALSE,1.4912108,,,,,,
A_12_P107051,3.9807706,up,1.9930477,F08B4.2b,F08B4.2b,,,FALSE,1.9930477,,,,,,
A_12_P118174,2.4420547,up,1.2880956,F08C6.1a.3,F08C6.1a.3,Thrombospondin [F08C6.1a.3],,FALSE,1.2880956,,,,,,
A_12_P107163,10.458646,up,3.386624,F08F1.6,F08F1.6,,,FALSE,3.386624,,,,,,
A_12_P107368,2.9561255,up,1.5637075,F08F1.8.1,F08F1.8.1,,,FALSE,1.5637075,,,,,,
A_12_P115936,7.372454,up,2.882145,F08F3.7,F08F3.7,cytochrome P450 [F08F3.7],,FALSE,2.882145,,,,,,
A_12_P100067,4.107297,up,2.0381892,F08F8.5,F08F8.5,,,FALSE,2.0381892,,,,,,
A_12_P102236,6.269296,up,2.6483035,F08G5.4,F08G5.4,collagen [F08G5.4],,FALSE,2.6483035,,,,,,
A_12_P112948,10.980953,up,3.4569314,F09B12.1b,F09B12.1b,,,FALSE,3.4569314,,,,,,
A_12_P109920,4.703849,up,2.2338417,F09B12.1b,F09B12.1b,,,FALSE,2.2338417,,,,,,
A_12_P119578,2.0900545,up,1.0635406,F09B12.3.4,F09B12.3.4,,,FALSE,1.0635406,,,,,,
A_12_P117444,2.7787955,up,1.4744596,F09B9.3,F09B9.3,ER lumen protein retaining receptor [F09B9.3],,FALSE,1.4744596,,,,,,
A_12_P112311,2.1039126,up,1.0730747,F09C12.8,F09C12.8,,,FALSE,1.0730747,,,,,,
A_12_P106168,2.1819355,up,1.1256086,F09C6.1,F09C6.1,,,FALSE,1.1256086,,,,,,
A_12_P101954,5.2666492,up,2.3968854,F09C6.10,F09C6.10,,,FALSE,2.3968854,,,,,,
A_12_P100824,2.1221733,up,1.0855426,F09C6.9.1,F09C6.9.1,nuclear hormone receptor [F09C6.9.1],,FALSE,1.0855426,,,,,,
A_12_P108634,2.4820051,up,1.3115062,F09D12.1,F09D12.1,,,FALSE,1.3115062,,,,,,
A_12_P110295,3.2351742,up,1.6938434,F09E10.3,F09E10.3,short-chain alcohol dehydrogenase [F09E10.3],,FALSE,1.6938434,,,,,,
A_12_P105176,5.213464,up,2.3822422,F09E8.6,F09E8.6,zinc metalloprotease [F09E8.6],,FALSE,2.3822422,,,,,,
A_12_P101018,2.1677423,up,1.1161932,F09F3.6,F09F3.6,Transthyretin-like family [F09F3.6],,FALSE,1.1161932,,,,,,
A_12_P107790,3.8705392,up,1.9525346,F09F7.8,F09F7.8,,,FALSE,1.9525346,,,,,,
A_12_P107773,16.881817,up,4.0773983,F09F9.2,F09F9.2,,,FALSE,4.0773983,,,,,,
A_12_P107591,3.5472317,up,1.8266935,F09G8.6,F09G8.6,Cuticle collagen [F09G8.6],,FALSE,1.8266935,,,,,,
A_12_P103893,2.8665395,up,1.5193101,F10A3.9,F10A3.9,,,FALSE,1.5193101,,,,,,
A_12_P118039,20.352903,up,4.3471627,F10B5.3.3,F10B5.3.3,"Zinc finger, C2H2 type [F10B5.3.3]",,FALSE,4.3471627,,,,,,
A_12_P118808,5.282394,up,2.401192,F10D11.6.1,F10D11.6.1,,,FALSE,2.401192,,,,,,
A_12_P109746,4.752868,up,2.2487984,F10D2.4,F10D2.4,"7TM chemoreceptor, str family [F10D2.4]",,FALSE,2.2487984,,,,,,
A_12_P112102,2.7795806,up,1.4748672,F10D7.5a,F10D7.5a,D. melanogaster finger protein neuralized [F10D7.5a],,FALSE,1.4748672,,,,,,
A_12_P115699,2.719447,up,1.4433132,F10D7.5a,F10D7.5a,D. melanogaster finger protein neuralized [F10D7.5a],,FALSE,1.4433132,,,,,,
A_12_P102343,2.1325788,up,1.092599,F10E9.6c,F10E9.6c,,,FALSE,1.092599,,,,,,
A_12_P112253,6.8709006,up,2.7804992,F10F2.3,F10F2.3,lipase (Bacillus subtilis) [F10F2.3],,FALSE,2.7804992,,,,,,
A_12_P105080,3.211442,up,1.6832212,F10F2.5,F10F2.5,C-lectin binding domain [F10F2.5],,FALSE,1.6832212,,,,,,
A_12_P118167,2.2145014,up,1.1469818,F10F2.6,F10F2.6,C-lectin binding domain [F10F2.6],,FALSE,1.1469818,,,,,,
A_12_P112297,4.860526,up,2.2811124,F10F2.9,F10F2.9,,,FALSE,2.2811124,,,,,,
A_12_P101567,4.2689567,up,2.0938835,F10G2.9,F10G2.9,zinc finger protein [F10G2.9],,FALSE,2.0938835,,,,,,
A_12_P104449,2.4982753,up,1.3209325,F10G7.6,F10G7.6,,,FALSE,1.3209325,,,,,,
A_12_P107238,3.1832907,up,1.6705189,F10G8.8,F10G8.8,PH (pleckstrin  homology) domain (2 domains) [F10G8.8],,FALSE,1.6705189,,,,,,
A_12_P115689,3.574658,up,1.8378052,F11A5.5,F11A5.5,,,FALSE,1.8378052,,,,,,
A_12_P104163,2.4046557,up,1.2658303,F11A5.8,F11A5.8,,,FALSE,1.2658303,,,,,,
A_12_P114695,2.730986,up,1.449422,F11C1.5a,F11C1.5a,nir like gene involved in denitrification [F11C1.5a],,FALSE,1.449422,,,,,,
A_12_P119655,2.5626392,up,1.3576304,F11D5.1b,F11D5.1b,,,FALSE,1.3576304,,,,,,
A_12_P109153,4.435786,up,2.1491897,F11E6.2,F11E6.2,,,FALSE,2.1491897,,,,,,
A_12_P113123,3.892913,up,1.9608501,F11E6.4,F11E6.4,,,FALSE,1.9608501,,,,,,
A_12_P103677,3.605576,up,1.8502297,F11E6.8,F11E6.8,Eukaryotic protein kinase domain [F11E6.8],,FALSE,1.8502297,,,,,,
A_12_P120112,12.148256,up,3.6026773,F11E6.9,F11E6.9,,,FALSE,3.6026773,,,,,,
A_12_P116911,7.457101,up,2.898615,F11G11.10.2,F11G11.10.2,collagen [F11G11.10.2],,FALSE,2.898615,,,,,,
A_12_P103873,7.304154,up,2.8687172,F11G11.12,F11G11.12,collagen [F11G11.12],,FALSE,2.8687172,,,,,,
A_12_P115654,7.5124893,up,2.909291,F11G11.12,F11G11.12,collagen [F11G11.12],,FALSE,2.909291,,,,,,
A_12_P113518,2.0869915,up,1.0614247,F11G11.13,F11G11.13,,,FALSE,1.0614247,,,,,,
A_12_P119995,2.4215724,up,1.2759441,F11G11.9,F11G11.9,,,FALSE,1.2759441,,,,,,
A_12_P111959,2.4952128,up,1.3191628,F12A10.1,F12A10.1,,,FALSE,1.3191628,,,,,,
A_12_P110301,2.7759128,up,1.4729623,F12A10.3,F12A10.3,aromatic-L-amino-acid decarboxylase [F12A10.3],,FALSE,1.4729623,,,,,,
A_12_P101095,15.611109,up,3.9645011,F12F6.9,F12F6.9,collagen [F12F6.9],,FALSE,3.9645011,,,,,,
A_12_P104381,8.087888,up,3.015763,F13A7.12,F13A7.12,,,FALSE,3.015763,,,,,,
A_12_P115037,2.961219,up,1.5661912,F13B10.1a,F13B10.1a,SAM domain (Sterile alpha motif) [F13B10.1a],,FALSE,1.5661912,,,,,,
A_12_P115304,2.179007,up,1.1236709,F13B10.1c,F13B10.1c,,,FALSE,1.1236709,,,,,,
A_12_P115834,2.5232134,up,1.3352622,F13B10.1d,F13B10.1d,SAM domain (Sterile alpha motif) [F13B10.1b],,FALSE,1.3352622,,,,,,
A_12_P108717,6.0419984,up,2.5950258,F13B12.4,F13B12.4,cysteine synthase like [F13B12.4],,FALSE,2.5950258,,,,,,
A_12_P101859,4.116963,up,2.0415804,F13B6.1,F13B6.1,,,FALSE,2.0415804,,,,,,
A_12_P108128,6.4889903,up,2.697994,F13B9.2,F13B9.2,,,FALSE,2.697994,,,,,,
A_12_P104009,4.090625,up,2.0323212,F13B9.6,F13B9.6,,,FALSE,2.0323212,,,,,,
A_12_P107727,6.075316,up,2.6029594,F13D11.4,F13D11.4,"dihydroflavonol-4-reductase (maize, petunia, tomato) [F13D11.4]",,FALSE,2.6029594,,,,,,
A_12_P109750,2.144304,up,1.1005095,F13D12.8,F13D12.8,,,FALSE,1.1005095,,,,,,
A_12_P117582,2.1317582,up,1.0920439,F13D12.9.1,F13D12.9.1,,,FALSE,1.0920439,,,,,,
A_12_P113484,8.900501,up,3.1538866,F13G3.3,F13G3.3,,,FALSE,3.1538866,,,,,,
A_12_P113765,2.6364508,up,1.3985971,F13H10.6,F13H10.6,,,FALSE,1.3985971,,,,,,
A_12_P105069,2.757859,up,1.4635487,F13H8.4,F13H8.4,,,FALSE,1.4635487,,,,,,
A_12_P119238,5.4478145,up,2.4456775,F13H8.5,F13H8.5,Phospholipase ADRAB-B (Rabbit) [F13H8.5],,FALSE,2.4456775,,,,,,
A_12_P109555,4.9936743,up,2.3201017,F14A5.1,F14A5.1,"Zinc finger, C4 type (two domains) [F14A5.1]",,FALSE,2.3201017,,,,,,
A_12_P108908,3.9594562,up,1.9853023,F14E5.5,F14E5.5,,,FALSE,1.9853023,,,,,,
A_12_P100865,8.938315,up,3.160003,F14F3.4,F14F3.4,,,FALSE,3.160003,,,,,,
A_12_P109512,2.7204862,up,1.4438645,F14F7.5,F14F7.5,,,FALSE,1.4438645,,,,,,
A_12_P114127,8.196345,up,3.0349808,F14F8.8,F14F8.8,,,FALSE,3.0349808,,,,,,
A_12_P106568,9.30633,up,3.2182124,F14F9.2,F14F9.2,,,FALSE,3.2182124,,,,,,
A_12_P107493,5.0121636,up,2.3254335,F14F9.3,F14F9.3,,,FALSE,2.3254335,,,,,,
A_12_P114675,5.5820827,up,2.4808035,F14F9.4,F14F9.4,,,FALSE,2.4808035,,,,,,
A_12_P115669,3.2692878,up,1.7089764,F14H12.1,F14H12.1,cuticular collagen [F14H12.1],,FALSE,1.7089764,,,,,,
A_12_P100205,2.5424392,up,1.3462132,F15A8.7,F15A8.7,,,FALSE,1.3462132,,,,,,
A_12_P101113,3.0511906,up,1.6093723,F15B9.1,F15B9.1,O.volvulus antigen peptide like [F15B9.1],,FALSE,1.6093723,,,,,,
A_12_P101451,2.6053028,up,1.381451,F15B9.7,F15B9.7,cadherin protein like [F15B9.7],,FALSE,1.381451,,,,,,
A_12_P117660,8.620956,up,3.107848,F15B9.8.1,F15B9.8.1,Thrombospondin type 1 domain [F15B9.8.1],,FALSE,3.107848,,,,,,
A_12_P118653,8.061136,up,3.0109832,F15D3.2,F15D3.2,"Lectin C-type domain short and long forms, von Willebrand factor type A domain [F15D3.2]",,FALSE,3.0109832,,,,,,
A_12_P115756,4.3203955,up,2.1111634,F15D3.3,F15D3.3,,,FALSE,2.1111634,,,,,,
A_12_P117229,3.7210984,up,1.8957286,F15E6.2,F15E6.2,,,FALSE,1.8957286,,,,,,
A_12_P110019,4.3628116,up,2.1252582,F15E6.3,F15E6.3,,,FALSE,2.1252582,,,,,,
A_12_P116466,10.87708,up,3.4432194,F15E6.4,F15E6.4,,,FALSE,3.4432194,,,,,,
A_12_P118539,15.690326,up,3.9718034,F15E6.8,F15E6.8,,,FALSE,3.9718034,,,,,,
A_12_P106913,2.8520405,up,1.5119945,F15H10.2,F15H10.2,collagen [F15H10.2],,FALSE,1.5119945,,,,,,
A_12_P116252,2.9511886,up,1.5612961,F15H10.2,F15H10.2,collagen [F15H10.2],,FALSE,1.5612961,,,,,,
A_12_P105419,2.2015488,up,1.1385188,F16B4.2b,F16B4.2b,,,FALSE,1.1385188,,,,,,
A_12_P107302,10.561231,up,3.400706,F16F9.2,F16F9.2,,,FALSE,3.400706,,,,,,
A_12_P120315,2.3807733,up,1.2514303,F16F9.4,F16F9.4,lipase [F16F9.4],,FALSE,1.2514303,,,,,,
A_12_P119097,2.7939837,up,1.4823236,F16G10.5,F16G10.5,,,FALSE,1.4823236,,,,,,
A_12_P100122,2.700293,up,1.433116,F16H11.1,F16H11.1,,,FALSE,1.433116,,,,,,
A_12_P114649,2.1385353,up,1.0966231,F16H6.7,F16H6.7,,,FALSE,1.0966231,,,,,,
A_12_P108352,6.7964315,up,2.7647774,F17A9.3,F17A9.3,BZIP transcription factor [F17A9.3],,FALSE,2.7647774,,,,,,
A_12_P113664,2.5759645,up,1.3651127,F17A9.4,F17A9.4,,,FALSE,1.3651127,,,,,,
A_12_P105299,3.5247412,up,1.8175173,F17B5.3,F17B5.3,,,FALSE,1.8175173,,,,,,
A_12_P112328,3.093397,up,1.629192,F17C11.11,F17C11.11,,,FALSE,1.629192,,,,,,
A_12_P102439,2.552044,up,1.3516532,F17C11.2.1,F17C11.2.1,,,FALSE,1.3516532,,,,,,
A_12_P113176,2.4104345,up,1.2692932,F17C11.3,F17C11.3,collagen [F17C11.3],,FALSE,1.2692932,,,,,,
A_12_P100296,5.508597,up,2.461685,F17C8.2,F17C8.2,cuticular collagen [F17C8.2],,FALSE,2.461685,,,,,,
A_12_P116869,2.7946448,up,1.482665,F17C8.4,F17C8.4,Ras-like protein [F17C8.4],,FALSE,1.482665,,,,,,
A_12_P115767,3.9060426,up,1.9657077,F17E9.3,F17E9.3,,,FALSE,1.9657077,,,,,,
A_12_P110441,2.7132168,up,1.4400043,F18A11.2,F18A11.2,retinal-binding like protein [F18A11.2],,FALSE,1.4400043,,,,,,
A_12_P120138,10.044183,up,3.3282883,F18C5.5,F18C5.5,,,FALSE,3.3282883,,,,,,
A_12_P105024,2.702117,up,1.4340901,F18E9.1,F18E9.1,,,FALSE,1.4340901,,,,,,
A_12_P101577,2.970142,up,1.5705318,F18E9.4,F18E9.4,,,FALSE,1.5705318,,,,,,
A_12_P103962,7.1304407,up,2.8339913,F18F11.4,F18F11.4,serine/threonine-protein kinase [F18F11.4],,FALSE,2.8339913,,,,,,
A_12_P102221,4.144718,up,2.051274,F18G5.2,F18G5.2,,,FALSE,2.051274,,,,,,
A_12_P100183,9.990242,up,3.3205197,F19C7.7,F19C7.7,cuticular collagen [F19C7.7],,FALSE,3.3205197,,,,,,
A_12_P113437,2.6449223,up,1.4032253,F19G12.4,F19G12.4,,,FALSE,1.4032253,,,,,,
A_12_P102606,2.639147,up,1.4000717,F19H6.1,F19H6.1,serine/threonine kinase [F19H6.1],,FALSE,1.4000717,,,,,,
A_12_P104807,6.4384108,up,2.6867046,F19H8.2,F19H8.2,,,FALSE,2.6867046,,,,,,
A_12_P103481,2.2357233,up,1.1607417,F20A1.1,F20A1.1,,,FALSE,1.1607417,,,,,,
A_12_P113105,3.1075435,up,1.6357746,F20A1.7a,F20A1.7a,,,FALSE,1.6357746,,,,,,
A_12_P115394,2.322478,up,1.215665,F20B10.3,F20B10.3,,,FALSE,1.215665,,,,,,
A_12_P110322,3.1535213,up,1.6569637,F20B6.4,F20B6.4,,,FALSE,1.6569637,,,,,,
A_12_P105379,7.1406174,up,2.8360488,F20G2.3,F20G2.3,,,FALSE,2.8360488,,,,,,
A_12_P111835,2.578669,up,1.3666266,F20G2.4,F20G2.4,zinc metalloprotease [F20G2.4],,FALSE,1.3666266,,,,,,
A_12_P110045,2.667252,up,1.4153541,F21A3.3,F21A3.3,EGF-domain protein [F21A3.3],,FALSE,1.4153541,,,,,,
A_12_P114713,2.406491,up,1.266931,F21A3.4,F21A3.4,dystrophin like protein [F21A3.4],,FALSE,1.266931,,,,,,
A_12_P116731,2.2887585,up,1.1945653,F21A9.1,F21A9.1,,,FALSE,1.1945653,,,,,,
A_12_P119831,2.107455,up,1.0755018,F21C10.3a,F21C10.3a,,,FALSE,1.0755018,,,,,,
A_12_P103732,2.953988,up,1.562664,F21C10.4,F21C10.4,,,FALSE,1.562664,,,,,,
A_12_P114364,6.158489,up,2.6225765,F21C3.2,F21C3.2,tyrosinase [F21C3.2],,FALSE,2.6225765,,,,,,
A_12_P100100,4.0010247,up,2.0003695,F21E9.2,F21E9.2,,,FALSE,2.0003695,,,,,,
A_12_P113785,2.1385446,up,1.0966293,F21F3.1,F21F3.1,,,FALSE,1.0966293,,,,,,
A_12_P110455,2.7261434,up,1.4468614,F21G4.5,F21G4.5,,,FALSE,1.4468614,,,,,,
A_12_P113643,2.694874,up,1.4302179,F22A3.1,F22A3.1,"DNA binding protein, ETS domain [F22A3.1]",,FALSE,1.4302179,,,,,,
A_12_P111143,3.091155,up,1.628146,F22B5.3,F22B5.3,cuticulin [F22B5.3],,FALSE,1.628146,,,,,,
A_12_P120028,3.1414177,up,1.6514158,F22B7.2,F22B7.2,,,FALSE,1.6514158,,,,,,
A_12_P115712,2.3207397,up,1.2145847,F22B7.8,F22B7.8,,,FALSE,1.2145847,,,,,,
A_12_P110823,3.594383,up,1.8457441,F22D6.10,F22D6.10,collagen [F22D6.10],,FALSE,1.8457441,,,,,,
A_12_P104950,2.3747556,up,1.247779,F22E10.3.1,F22E10.3.1,p-glycoprotein (MDR) [F22E10.3.1],,FALSE,1.247779,,,,,,
A_12_P105711,4.3134146,up,2.1088305,F22E12.2,F22E12.2,RAS related protein [F22E12.2],,FALSE,2.1088305,,,,,,
A_12_P115866,3.2443166,up,1.6979146,F22E12.3,F22E12.3,,,FALSE,1.6979146,,,,,,
A_12_P103928,3.3694816,up,1.7525266,F22F1.1.2,F22F1.1.2,histone h1 [F22F1.1.2],,FALSE,1.7525266,,,,,,
A_12_P110248,11.264372,up,3.493695,F22F4.1,F22F4.1,,,FALSE,3.493695,,,,,,
A_12_P110511,2.675371,up,1.4197389,F23B12.1,F23B12.1,serine/threonine protein phosphatase [F23B12.1],,FALSE,1.4197389,,,,,,
A_12_P119279,5.4913096,up,2.4571502,F23B12.3.2,F23B12.3.2,,,FALSE,2.4571502,,,,,,
A_12_P108181,2.4423177,up,1.2882509,F23B2.10,F23B2.10,,,FALSE,1.2882509,,,,,,
A_12_P108761,2.777136,up,1.4735979,F23B2.5a,F23B2.5a,FMFRamide neuropeptide precursor [F23B2.5a],,FALSE,1.4735979,,,,,,
A_12_P118722,2.133141,up,1.0929794,F23B2.7,F23B2.7,,,FALSE,1.0929794,,,,,,
A_12_P103525,3.965859,up,1.9876333,F23C8.11,F23C8.11,,,FALSE,1.9876333,,,,,,
A_12_P103631,2.1567438,up,1.1088548,F23C8.7,F23C8.7,protein kinase [F23C8.7],,FALSE,1.1088548,,,,,,
A_12_P103845,2.3569884,up,1.2369447,F23D12.6,F23D12.6,,,FALSE,1.2369447,,,,,,
A_12_P120162,8.317419,up,3.056136,F23F1.2,F23F1.2,,,FALSE,3.056136,,,,,,
A_12_P119983,6.3010154,up,2.6555843,F23H12.4.2,F23H12.4.2,collagen [F23H12.4.2],,FALSE,2.6555843,,,,,,
A_12_P111191,6.8362303,up,2.773201,F23H12.5,F23H12.5,Thrombospondin type 1 domain [F23H12.5],,FALSE,2.773201,,,,,,
A_12_P106403,3.9415488,up,1.9787626,F25D1.3,F25D1.3,,,FALSE,1.9787626,,,,,,
A_12_P113281,4.2372074,up,2.0831137,F25E5.10,F25E5.10,,,FALSE,2.0831137,,,,,,
A_12_P106204,5.915949,up,2.5646095,F25E5.2,F25E5.2,,,FALSE,2.5646095,,,,,,
A_12_P105590,2.87972,up,1.5259285,F25E5.3,F25E5.3,,,FALSE,1.5259285,,,,,,
A_12_P103121,4.4422216,up,2.1512814,F25E5.7,F25E5.7,,,FALSE,2.1512814,,,,,,
A_12_P108746,2.1798797,up,1.1242485,F25E5.8b,F25E5.8b,,,FALSE,1.1242485,,,,,,
A_12_P110641,2.27809,up,1.1878247,F25E5.8b,F25E5.8b,,,FALSE,1.1878247,,,,,,
A_12_P119997,3.2363417,up,1.694364,F25F6.1,F25F6.1,,,FALSE,1.694364,,,,,,
A_12_P113651,2.4897532,up,1.3160027,F25G6.6,F25G6.6,asparagine synthetase [F25G6.6],,FALSE,1.3160027,,,,,,
A_12_P104781,3.6962667,up,1.8860688,F25G6.7a,F25G6.7a,sugar transporter [F25G6.7a],,FALSE,1.8860688,,,,,,
A_12_P105102,3.7712166,up,1.91503,F25H8.5b.1,F25H8.5b.1,,,FALSE,1.91503,,,,,,
A_12_P104575,2.8177917,up,1.494565,F25H8.5d,F25H8.5d,,,FALSE,1.494565,,,,,,
A_12_P114889,2.5676086,up,1.3604254,F25H8.6,F25H8.6,,,FALSE,1.3604254,,,,,,
A_12_P110199,2.3805418,up,1.25129,F26A1.4,F26A1.4,Casein kinase [F26A1.4],,FALSE,1.25129,,,,,,
A_12_P106875,3.922841,up,1.9718989,F26A1.9,F26A1.9,,,FALSE,1.9718989,,,,,,
A_12_P108742,2.8922749,up,1.5322046,F26A3.6,F26A3.6,,,FALSE,1.5322046,,,,,,
A_12_P105240,4.9828258,up,2.3169641,F26B1.4,F26B1.4,,,FALSE,2.3169641,,,,,,
A_12_P114517,2.6928349,up,1.4291258,F26D10.11,F26D10.11,,,FALSE,1.4291258,,,,,,
A_12_P105149,5.7703013,up,2.5286467,F26D11.2,F26D11.2,,,FALSE,2.5286467,,,,,,
A_12_P112069,5.662758,up,2.501505,F26D11.9,F26D11.9,,,FALSE,2.501505,,,,,,
A_12_P116433,3.3052034,up,1.7247391,F26D12.1a.1,F26D12.1a.1,,,FALSE,1.7247391,,,,,,
A_12_P108261,4.1005445,up,2.0358155,F26D2.16,F26D2.16,,,FALSE,2.0358155,,,,,,
A_12_P119325,3.7380517,up,1.9022865,F26E4.2,F26E4.2,,,FALSE,1.9022865,,,,,,
A_12_P102315,2.7996922,up,1.4852682,F26F12.4,F26F12.4,,,FALSE,1.4852682,,,,,,
A_12_P104851,4.762402,up,2.2516894,F26G1.5,F26G1.5,,,FALSE,2.2516894,,,,,,
A_12_P102715,4.413776,up,2.1420133,F26G1.6.1,F26G1.6.1,Neprilysin [F26G1.6.1],,FALSE,2.1420133,,,,,,
A_12_P114911,2.8173058,up,1.4943162,F26H11.2c,F26H11.2c,,,FALSE,1.4943162,,,,,,
A_12_P109056,2.7150745,up,1.4409918,F26H11.2d.1,F26H11.2d.1,Bromodomain [F26H11.2f],,FALSE,1.4409918,,,,,,
A_12_P100591,8.084339,up,3.0151298,F27C1.8,F27C1.8,cuticular collagen [F27C1.8],,FALSE,3.0151298,,,,,,
A_12_P111999,3.0182781,up,1.5937258,F27C8.2,F27C8.2,,,FALSE,1.5937258,,,,,,
