WB.ID,GO.term,Input,Suggested Match,History
WBGene00004178,pole plasm GO:0045495,WBGene00004178,WBGene00004178,History: N.A.
WBGene00003864,pole plasm GO:0045495,WBGene00003864,WBGene00003864,History: N.A.
WBGene00003231,pole plasm GO:0045495,WBGene00003231,WBGene00003231,History: N.A.
WBGene00002059,pole plasm GO:0045495,WBGene00002059,WBGene00002059,History: N.A.
WBGene00001597,pole plasm GO:0045495,WBGene00001597,WBGene00001597,History: N.A.
WBGene00000369,pole plasm GO:0045495,WBGene00000369,WBGene00000369,History: N.A.
WBGene00010734,pole plasm GO:0045495,WBGene00010734,WBGene00010734,History: N.A.
WBGene00004027,pole plasm GO:0045495,WBGene00004027,WBGene00004027,History: N.A.
WBGene00004436,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004436,WBGene00004436,History: N.A.
WBGene00004417,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004417,WBGene00004417,History: N.A.
WBGene00017280,ribonucleoprotein complex subunit organization GO:0071826,WBGene00017280,WBGene00017280,History: N.A.
WBGene00004887,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004887,WBGene00004887,History: N.A.
WBGene00004980,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004980,WBGene00004980,History: N.A.
WBGene00004916,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004916,WBGene00004916,History: N.A.
WBGene00013892,ribonucleoprotein complex subunit organization GO:0071826,WBGene00013892,WBGene00013892,History: N.A.
WBGene00007784,ribonucleoprotein complex subunit organization GO:0071826,WBGene00007784,WBGene00007784,History: N.A.
WBGene00022458,ribonucleoprotein complex subunit organization GO:0071826,WBGene00022458,WBGene00022458,History: Renamed on 2005-03-17
WBGene00004187,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004187,WBGene00004187,History: N.A.
WBGene00004414,ribonucleoprotein complex subunit organization GO:0071826,WBGene00004414,WBGene00004414,History: N.A.
WBGene00018064,ribonucleoprotein complex subunit organization GO:0071826,WBGene00018064,WBGene00018064,History: N.A.
WBGene00018391,ribonucleoprotein complex subunit organization GO:0071826,WBGene00018391,WBGene00018391,History: N.A.
WBGene00021466,ribonucleoprotein complex subunit organization GO:0071826,WBGene00021466,WBGene00021466,History: N.A.
WBGene00019157,ribonucleoprotein complex subunit organization GO:0071826,WBGene00019157,WBGene00019157,History: N.A.
WBGene00016113,ribonucleoprotein complex subunit organization GO:0071826,WBGene00016113,WBGene00016113,History: N.A.
WBGene00000465,multi-organism process GO:0051704,WBGene00000465,WBGene00000465,History: Renamed on 2006-06-16; Renamed on 2008-01-14
WBGene00000867,multi-organism process GO:0051704,WBGene00000867,WBGene00000867,History: N.A.
WBGene00004887,multi-organism process GO:0051704,WBGene00004887,WBGene00004887,History: N.A.
WBGene00000866,multi-organism process GO:0051704,WBGene00000866,WBGene00000866,History: N.A.
WBGene00019822,multi-organism process GO:0051704,WBGene00019822,WBGene00019822,History: N.A.
WBGene00003783,multi-organism process GO:0051704,WBGene00003783,WBGene00003783,History: N.A.
WBGene00006374,multi-organism process GO:0051704,WBGene00006374,WBGene00006374,History: Renamed on 2010-04-16
WBGene00003918,multi-organism process GO:0051704,WBGene00003918,WBGene00003918,History: N.A.
WBGene00004105,multi-organism process GO:0051704,WBGene00004105,WBGene00004105,History: Renamed on 2008-10-08
WBGene00003507,multi-organism process GO:0051704,WBGene00003507,WBGene00003507,History: N.A.
WBGene00001526,multi-organism process GO:0051704,WBGene00001526,WBGene00001526,History: N.A.
WBGene00002244,multi-organism process GO:0051704,WBGene00002244,WBGene00002244,History: N.A.
WBGene00004271,multi-organism process GO:0051704,WBGene00004271,WBGene00004271,History: N.A.
WBGene00000935,multi-organism process GO:0051704,WBGene00000935,WBGene00000935,History: N.A.
WBGene00001481,multi-organism process GO:0051704,WBGene00001481,WBGene00001481,History: N.A.
WBGene00000871,multi-organism process GO:0051704,WBGene00000871,WBGene00000871,History: Renamed on 2015-03-05
WBGene00004930,multi-organism process GO:0051704,WBGene00004930,WBGene00004930,History: N.A.
WBGene00004274,multi-organism process GO:0051704,WBGene00004274,WBGene00004274,History: N.A.
WBGene00006910,multi-organism process GO:0051704,WBGene00006910,WBGene00006910,History: Renamed on 2005-11-29; Renamed on 2006-01-12
WBGene00000366,multi-organism process GO:0051704,WBGene00000366,WBGene00000366,History: N.A.
WBGene00020652,multi-organism process GO:0051704,WBGene00020652,WBGene00020652,History: N.A.
WBGene00003401,multi-organism process GO:0051704,WBGene00003401,WBGene00003401,History: N.A.
WBGene00000804,multi-organism process GO:0051704,WBGene00000804,WBGene00000804,History: N.A.
WBGene00004178,multi-organism process GO:0051704,WBGene00004178,WBGene00004178,History: N.A.
WBGene00003864,multi-organism process GO:0051704,WBGene00003864,WBGene00003864,History: N.A.
WBGene00019811,multi-organism process GO:0051704,WBGene00019811,WBGene00019811,History: N.A.
WBGene00022492,multi-organism process GO:0051704,WBGene00022492,WBGene00022492,History: N.A.
WBGene00015698,multi-organism process GO:0051704,WBGene00015698,WBGene00015698,History: N.A.
WBGene00002059,multi-organism process GO:0051704,WBGene00002059,WBGene00002059,History: N.A.
WBGene00001597,multi-organism process GO:0051704,WBGene00001597,WBGene00001597,History: N.A.
WBGene00003829,multi-organism process GO:0051704,WBGene00003829,WBGene00003829,History: N.A.
WBGene00002144,multi-organism process GO:0051704,WBGene00002144,WBGene00002144,History: N.A.
WBGene00011559,multi-organism process GO:0051704,WBGene00011559,WBGene00011559,History: Renamed on 2014-11-12
WBGene00010354,multi-organism process GO:0051704,WBGene00010354,WBGene00010354,History: N.A.
WBGene00000369,multi-organism process GO:0051704,WBGene00000369,WBGene00000369,History: N.A.
WBGene00007505,multi-organism process GO:0051704,WBGene00007505,WBGene00007505,History: N.A.
WBGene00020035,multi-organism process GO:0051704,WBGene00020035,WBGene00020035,History: N.A.
WBGene00021200,multi-organism process GO:0051704,WBGene00021200,WBGene00021200,History: N.A.
WBGene00006604,multi-organism process GO:0051704,WBGene00006604,WBGene00006604,History: N.A.
WBGene00008140,single-stranded DNA binding GO:0003697,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00004297,single-stranded DNA binding GO:0003697,WBGene00004297,WBGene00004297,History: N.A.
WBGene00017546,single-stranded DNA binding GO:0003697,WBGene00017546,WBGene00017546,History: N.A.
WBGene00019079,single-stranded DNA binding GO:0003697,WBGene00019079,WBGene00019079,History: N.A.
WBGene00010056,single-stranded DNA binding GO:0003697,WBGene00010056,WBGene00010056,History: N.A.
WBGene00010195,single-stranded DNA binding GO:0003697,WBGene00010195,WBGene00010195,History: N.A.
WBGene00018391,single-stranded DNA binding GO:0003697,WBGene00018391,WBGene00018391,History: N.A.
WBGene00008082,single-stranded DNA binding GO:0003697,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00000867,anatomical structure maturation GO:0071695,WBGene00000867,WBGene00000867,History: N.A.
WBGene00000866,anatomical structure maturation GO:0071695,WBGene00000866,WBGene00000866,History: N.A.
WBGene00003401,anatomical structure maturation GO:0071695,WBGene00003401,WBGene00003401,History: N.A.
WBGene00003864,anatomical structure maturation GO:0071695,WBGene00003864,WBGene00003864,History: N.A.
WBGene00002059,anatomical structure maturation GO:0071695,WBGene00002059,WBGene00002059,History: N.A.
WBGene00002144,anatomical structure maturation GO:0071695,WBGene00002144,WBGene00002144,History: N.A.
WBGene00001745,anatomical structure maturation GO:0071695,WBGene00001745,WBGene00001745,History: N.A.
WBGene00004297,identical protein binding GO:0042802,WBGene00004297,WBGene00004297,History: N.A.
WBGene00002244,identical protein binding GO:0042802,WBGene00002244,WBGene00002244,History: N.A.
WBGene00014177,identical protein binding GO:0042802,WBGene00014177,WBGene00014177,History: N.A.
WBGene00017163,identical protein binding GO:0042802,WBGene00017163,WBGene00017163,History: N.A.
WBGene00004930,identical protein binding GO:0042802,WBGene00004930,WBGene00004930,History: N.A.
WBGene00017123,identical protein binding GO:0042802,WBGene00017123,WBGene00017123,History: N.A.
WBGene00018660,identical protein binding GO:0042802,WBGene00018660,WBGene00018660,History: Renamed on 2005-03-17
WBGene00019296,identical protein binding GO:0042802,WBGene00019296,WBGene00019296,History: N.A.
WBGene00015010,identical protein binding GO:0042802,WBGene00015010,WBGene00015010,History: N.A.
WBGene00003829,identical protein binding GO:0042802,WBGene00003829,WBGene00003829,History: N.A.
WBGene00004326,identical protein binding GO:0042802,WBGene00004326,WBGene00004326,History: N.A.
WBGene00006375,identical protein binding GO:0042802,WBGene00006375,WBGene00006375,History: N.A.
WBGene00014221,identical protein binding GO:0042802,WBGene00014221,WBGene00014221,History: N.A.
WBGene00015116,identical protein binding GO:0042802,WBGene00015116,WBGene00015116,History: Renamed on 2019-07-15
WBGene00008140,recombinational repair GO:0000725,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00019712,recombinational repair GO:0000725,WBGene00019712,WBGene00019712,History: N.A.
WBGene00002276,recombinational repair GO:0000725,WBGene00002276,WBGene00002276,History: N.A.
WBGene00004297,recombinational repair GO:0000725,WBGene00004297,WBGene00004297,History: N.A.
WBGene00017546,recombinational repair GO:0000725,WBGene00017546,WBGene00017546,History: N.A.
WBGene00019079,recombinational repair GO:0000725,WBGene00019079,WBGene00019079,History: N.A.
WBGene00010056,recombinational repair GO:0000725,WBGene00010056,WBGene00010056,History: N.A.
WBGene00022492,recombinational repair GO:0000725,WBGene00022492,WBGene00022492,History: N.A.
WBGene00000264,recombinational repair GO:0000725,WBGene00000264,WBGene00000264,History: N.A.
WBGene00008082,recombinational repair GO:0000725,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00004737,recombinational repair GO:0000725,WBGene00004737,WBGene00004737,History: N.A.
WBGene00001819,gene silencing by RNA GO:0031047,WBGene00001819,WBGene00001819,History: N.A.
WBGene00011959,gene silencing by RNA GO:0031047,WBGene00011959,WBGene00011959,History: N.A.
WBGene00006964,gene silencing by RNA GO:0031047,WBGene00006964,WBGene00006964,History: N.A.
WBGene00022034,gene silencing by RNA GO:0031047,WBGene00022034,WBGene00022034,History: N.A.
WBGene00010260,gene silencing by RNA GO:0031047,WBGene00010260,WBGene00010260,History: N.A.
WBGene00010263,gene silencing by RNA GO:0031047,WBGene00010263,WBGene00010263,History: N.A.
WBGene00017549,gene silencing by RNA GO:0031047,WBGene00017549,WBGene00017549,History: N.A.
WBGene00011061,gene silencing by RNA GO:0031047,WBGene00011061,WBGene00011061,History: N.A.
WBGene00003507,gene silencing by RNA GO:0031047,WBGene00003507,WBGene00003507,History: N.A.
WBGene00017132,gene silencing by RNA GO:0031047,WBGene00017132,WBGene00017132,History: Renamed on 2006-10-16; Renamed on 2014-03-28; Renamed on 2014-09-02; Renamed on 2015-03-25; Renamed on 2015-03-25
WBGene00022531,gene silencing by RNA GO:0031047,WBGene00022531,WBGene00022531,History: N.A.
WBGene00008514,gene silencing by RNA GO:0031047,WBGene00008514,WBGene00008514,"History: Split into mccc-2(WBGene00303021). History of WBGene00008514: Split into ""WBGene00303021"" on 2018-03-06"
WBGene00014208,gene silencing by RNA GO:0031047,WBGene00014208,WBGene00014208,History: N.A.
WBGene00021270,gene silencing by RNA GO:0031047,WBGene00021270,WBGene00021270,History: Renamed on 2019-11-21
WBGene00003014,gene silencing by RNA GO:0031047,WBGene00003014,WBGene00003014,History: N.A.
WBGene00004326,gene silencing by RNA GO:0031047,WBGene00004326,WBGene00004326,History: N.A.
WBGene00000369,gene silencing by RNA GO:0031047,WBGene00000369,WBGene00000369,History: N.A.
WBGene00010734,gene silencing by RNA GO:0031047,WBGene00010734,WBGene00010734,History: N.A.
WBGene00020403,gene silencing by RNA GO:0031047,WBGene00020403,WBGene00020403,History: N.A.
WBGene00006626,gene silencing by RNA GO:0031047,WBGene00006626,WBGene00006626,History: N.A.
WBGene00003918,spindle localization GO:0051653,WBGene00003918,WBGene00003918,History: N.A.
WBGene00013709,spindle localization GO:0051653,WBGene00013709,WBGene00013709,History: N.A.
WBGene00003799,spindle localization GO:0051653,WBGene00003799,WBGene00003799,History: N.A.
WBGene00003797,spindle localization GO:0051653,WBGene00003797,WBGene00003797,History: N.A.
WBGene00003395,spindle localization GO:0051653,WBGene00003395,WBGene00003395,History: N.A.
WBGene00003789,spindle localization GO:0051653,WBGene00003789,WBGene00003789,History: N.A.
WBGene00015698,spindle localization GO:0051653,WBGene00015698,WBGene00015698,History: N.A.
WBGene00000420,spindle localization GO:0051653,WBGene00000420,WBGene00000420,History: N.A.
WBGene00001678,spindle localization GO:0051653,WBGene00001678,WBGene00001678,History: N.A.
WBGene00004732,spindle localization GO:0051653,WBGene00004732,WBGene00004732,History: N.A.
WBGene00008781,non-membrane-bounded organelle GO:0043228,WBGene00008781,WBGene00008781,History: N.A.
WBGene00004436,non-membrane-bounded organelle GO:0043228,WBGene00004436,WBGene00004436,History: N.A.
WBGene00003421,non-membrane-bounded organelle GO:0043228,WBGene00003421,WBGene00003421,History: N.A.
WBGene00004418,non-membrane-bounded organelle GO:0043228,WBGene00004418,WBGene00004418,History: N.A.
WBGene00004498,non-membrane-bounded organelle GO:0043228,WBGene00004498,WBGene00004498,History: N.A.
WBGene00006379,non-membrane-bounded organelle GO:0043228,WBGene00006379,WBGene00006379,History: N.A.
WBGene00004417,non-membrane-bounded organelle GO:0043228,WBGene00004417,WBGene00004417,History: N.A.
WBGene00000867,non-membrane-bounded organelle GO:0043228,WBGene00000867,WBGene00000867,History: N.A.
WBGene00008081,non-membrane-bounded organelle GO:0043228,WBGene00008081,WBGene00008081,History: N.A.
WBGene00022830,non-membrane-bounded organelle GO:0043228,WBGene00022830,WBGene00022830,History: N.A.
WBGene00004492,non-membrane-bounded organelle GO:0043228,WBGene00004492,WBGene00004492,History: N.A.
WBGene00016461,non-membrane-bounded organelle GO:0043228,WBGene00016461,WBGene00016461,History: N.A.
WBGene00021913,non-membrane-bounded organelle GO:0043228,WBGene00021913,WBGene00021913,History: N.A.
WBGene00015232,non-membrane-bounded organelle GO:0043228,WBGene00015232,WBGene00015232,History: N.A.
WBGene00016313,non-membrane-bounded organelle GO:0043228,WBGene00016313,WBGene00016313,History: Renamed on 2007-05-03
WBGene00019712,non-membrane-bounded organelle GO:0043228,WBGene00019712,WBGene00019712,History: N.A.
WBGene00006964,non-membrane-bounded organelle GO:0043228,WBGene00006964,WBGene00006964,History: N.A.
WBGene00000866,non-membrane-bounded organelle GO:0043228,WBGene00000866,WBGene00000866,History: N.A.
WBGene00018781,non-membrane-bounded organelle GO:0043228,WBGene00018781,WBGene00018781,History: N.A.
WBGene00004432,non-membrane-bounded organelle GO:0043228,WBGene00004432,WBGene00004432,History: N.A.
WBGene00004132,non-membrane-bounded organelle GO:0043228,WBGene00004132,WBGene00004132,History: Renamed on 2011-08-12; Renamed on 2011-08-12
WBGene00009267,non-membrane-bounded organelle GO:0043228,WBGene00009267,WBGene00009267,History: N.A.
WBGene00006437,non-membrane-bounded organelle GO:0043228,WBGene00006437,WBGene00006437,History: Renamed on 2008-07-18
WBGene00001005,non-membrane-bounded organelle GO:0043228,WBGene00001005,WBGene00001005,History: N.A.
WBGene00001867,non-membrane-bounded organelle GO:0043228,WBGene00001867,WBGene00001867,History: N.A.
WBGene00010296,non-membrane-bounded organelle GO:0043228,WBGene00010296,WBGene00010296,History: N.A.
WBGene00001748,non-membrane-bounded organelle GO:0043228,WBGene00001748,WBGene00001748,History: N.A.
WBGene00022034,non-membrane-bounded organelle GO:0043228,WBGene00022034,WBGene00022034,History: N.A.
WBGene00002783,non-membrane-bounded organelle GO:0043228,WBGene00002783,WBGene00002783,History: N.A.
WBGene00002276,non-membrane-bounded organelle GO:0043228,WBGene00002276,WBGene00002276,History: N.A.
WBGene00004482,non-membrane-bounded organelle GO:0043228,WBGene00004482,WBGene00004482,History: N.A.
WBGene00007615,non-membrane-bounded organelle GO:0043228,WBGene00007615,WBGene00007615,History: Renamed on 2007-05-03
WBGene00016387,non-membrane-bounded organelle GO:0043228,WBGene00016387,WBGene00016387,History: N.A.
WBGene00011062,non-membrane-bounded organelle GO:0043228,WBGene00011062,WBGene00011062,History: N.A.
WBGene00020068,non-membrane-bounded organelle GO:0043228,WBGene00020068,WBGene00020068,History: N.A.
WBGene00012978,non-membrane-bounded organelle GO:0043228,WBGene00012978,WBGene00012978,History: N.A.
WBGene00001973,non-membrane-bounded organelle GO:0043228,WBGene00001973,WBGene00001973,History: N.A.
WBGene00011061,non-membrane-bounded organelle GO:0043228,WBGene00011061,WBGene00011061,History: N.A.
WBGene00009203,non-membrane-bounded organelle GO:0043228,WBGene00009203,WBGene00009203,History: N.A.
WBGene00007048,non-membrane-bounded organelle GO:0043228,WBGene00007048,WBGene00007048,History: Renamed on 2011-09-23
WBGene00010664,non-membrane-bounded organelle GO:0043228,WBGene00010664,WBGene00010664,History: N.A.
WBGene00014015,non-membrane-bounded organelle GO:0043228,WBGene00014015,WBGene00014015,History: N.A.
WBGene00003918,non-membrane-bounded organelle GO:0043228,WBGene00003918,WBGene00003918,History: N.A.
WBGene00004105,non-membrane-bounded organelle GO:0043228,WBGene00004105,WBGene00004105,History: Renamed on 2008-10-08
WBGene00013709,non-membrane-bounded organelle GO:0043228,WBGene00013709,WBGene00013709,History: N.A.
WBGene00004297,non-membrane-bounded organelle GO:0043228,WBGene00004297,WBGene00004297,History: N.A.
WBGene00003507,non-membrane-bounded organelle GO:0043228,WBGene00003507,WBGene00003507,History: N.A.
WBGene00016124,non-membrane-bounded organelle GO:0043228,WBGene00016124,WBGene00016124,History: N.A.
WBGene00013676,non-membrane-bounded organelle GO:0043228,WBGene00013676,WBGene00013676,History: N.A.
WBGene00010420,non-membrane-bounded organelle GO:0043228,WBGene00010420,WBGene00010420,History: N.A.
WBGene00002244,non-membrane-bounded organelle GO:0043228,WBGene00002244,WBGene00002244,History: N.A.
WBGene00000542,non-membrane-bounded organelle GO:0043228,WBGene00000542,WBGene00000542,History: N.A.
WBGene00007355,non-membrane-bounded organelle GO:0043228,WBGene00007355,WBGene00007355,History: N.A.
WBGene00011597,non-membrane-bounded organelle GO:0043228,WBGene00011597,WBGene00011597,History: N.A.
WBGene00011247,non-membrane-bounded organelle GO:0043228,WBGene00011247,WBGene00011247,History: N.A.
WBGene00003825,non-membrane-bounded organelle GO:0043228,WBGene00003825,WBGene00003825,History: N.A.
WBGene00011630,non-membrane-bounded organelle GO:0043228,WBGene00011630,WBGene00011630,History: N.A.
WBGene00004456,non-membrane-bounded organelle GO:0043228,WBGene00004456,WBGene00004456,History: N.A.
WBGene00022774,non-membrane-bounded organelle GO:0043228,WBGene00022774,WBGene00022774,History: Renamed on 2011-02-11
WBGene00017724,non-membrane-bounded organelle GO:0043228,WBGene00017724,WBGene00017724,History: N.A.
WBGene00016162,non-membrane-bounded organelle GO:0043228,WBGene00016162,WBGene00016162,History: N.A.
WBGene00004454,non-membrane-bounded organelle GO:0043228,WBGene00004454,WBGene00004454,History: Renamed on 2015-10-02
WBGene00014177,non-membrane-bounded organelle GO:0043228,WBGene00014177,WBGene00014177,History: N.A.
WBGene00004916,non-membrane-bounded organelle GO:0043228,WBGene00004916,WBGene00004916,History: N.A.
WBGene00003228,non-membrane-bounded organelle GO:0043228,WBGene00003228,WBGene00003228,History: N.A.
WBGene00019629,non-membrane-bounded organelle GO:0043228,WBGene00019629,WBGene00019629,History: Renamed on 2007-05-15; Renamed on 2010-02-04
WBGene00013892,non-membrane-bounded organelle GO:0043228,WBGene00013892,WBGene00013892,History: N.A.
WBGene00006499,non-membrane-bounded organelle GO:0043228,WBGene00006499,WBGene00006499,History: N.A.
WBGene00018367,non-membrane-bounded organelle GO:0043228,WBGene00018367,WBGene00018367,History: N.A.
WBGene00004447,non-membrane-bounded organelle GO:0043228,WBGene00004447,WBGene00004447,History: N.A.
WBGene00017546,non-membrane-bounded organelle GO:0043228,WBGene00017546,WBGene00017546,History: N.A.
WBGene00008684,non-membrane-bounded organelle GO:0043228,WBGene00008684,WBGene00008684,History: N.A.
WBGene00019079,non-membrane-bounded organelle GO:0043228,WBGene00019079,WBGene00019079,History: N.A.
WBGene00010056,non-membrane-bounded organelle GO:0043228,WBGene00010056,WBGene00010056,History: N.A.
WBGene00021697,non-membrane-bounded organelle GO:0043228,WBGene00021697,WBGene00021697,History: N.A.
WBGene00004338,non-membrane-bounded organelle GO:0043228,WBGene00004338,WBGene00004338,History: N.A.
WBGene00000871,non-membrane-bounded organelle GO:0043228,WBGene00000871,WBGene00000871,History: Renamed on 2015-03-05
WBGene00002228,non-membrane-bounded organelle GO:0043228,WBGene00002228,WBGene00002228,History: N.A.
WBGene00010195,non-membrane-bounded organelle GO:0043228,WBGene00010195,WBGene00010195,History: N.A.
WBGene00021475,non-membrane-bounded organelle GO:0043228,WBGene00021475,WBGene00021475,History: N.A.
WBGene00006836,non-membrane-bounded organelle GO:0043228,WBGene00006836,WBGene00006836,History: N.A.
WBGene00002717,non-membrane-bounded organelle GO:0043228,WBGene00002717,WBGene00002717,History: Renamed on 2008-02-07; Renamed on 2008-02-07; Renamed on 2011-02-11; Renamed on 2014-09-04; Renamed on 2014-09-04
WBGene00004274,non-membrane-bounded organelle GO:0043228,WBGene00004274,WBGene00004274,History: N.A.
WBGene00009211,non-membrane-bounded organelle GO:0043228,WBGene00009211,WBGene00009211,History: N.A.
WBGene00004478,non-membrane-bounded organelle GO:0043228,WBGene00004478,WBGene00004478,History: N.A.
WBGene00001832,non-membrane-bounded organelle GO:0043228,WBGene00001832,WBGene00001832,History: Renamed on 2015-03-05
WBGene00001974,non-membrane-bounded organelle GO:0043228,WBGene00001974,WBGene00001974,History: N.A.
WBGene00002344,non-membrane-bounded organelle GO:0043228,WBGene00002344,WBGene00002344,History: N.A.
WBGene00006976,non-membrane-bounded organelle GO:0043228,WBGene00006976,WBGene00006976,History: N.A.
WBGene00007784,non-membrane-bounded organelle GO:0043228,WBGene00007784,WBGene00007784,History: N.A.
WBGene00011206,non-membrane-bounded organelle GO:0043228,WBGene00011206,WBGene00011206,History: N.A.
WBGene00003036,non-membrane-bounded organelle GO:0043228,WBGene00003036,WBGene00003036,History: N.A.
WBGene00007050,non-membrane-bounded organelle GO:0043228,WBGene00007050,WBGene00007050,History: Renamed on 2016-02-19
WBGene00044072,non-membrane-bounded organelle GO:0043228,WBGene00044072,WBGene00044072,History: Renamed on 2011-02-11; Renamed on 2012-07-20
WBGene00016493,non-membrane-bounded organelle GO:0043228,WBGene00016493,WBGene00016493,History: N.A.
WBGene00015971,non-membrane-bounded organelle GO:0043228,WBGene00015971,WBGene00015971,History: N.A.
WBGene00004423,non-membrane-bounded organelle GO:0043228,WBGene00004423,WBGene00004423,History: N.A.
WBGene00016321,non-membrane-bounded organelle GO:0043228,WBGene00016321,WBGene00016321,History: N.A.
WBGene00001402,non-membrane-bounded organelle GO:0043228,WBGene00001402,WBGene00001402,History: N.A.
WBGene00006571,non-membrane-bounded organelle GO:0043228,WBGene00006571,WBGene00006571,History: N.A.
WBGene00012650,non-membrane-bounded organelle GO:0043228,WBGene00012650,WBGene00012650,History: N.A.
WBGene00001085,non-membrane-bounded organelle GO:0043228,WBGene00001085,WBGene00001085,History: N.A.
WBGene00000804,non-membrane-bounded organelle GO:0043228,WBGene00000804,WBGene00000804,History: N.A.
WBGene00004873,non-membrane-bounded organelle GO:0043228,WBGene00004873,WBGene00004873,History: N.A.
WBGene00020601,non-membrane-bounded organelle GO:0043228,WBGene00020601,WBGene00020601,History: N.A.
WBGene00015484,non-membrane-bounded organelle GO:0043228,WBGene00015484,WBGene00015484,History: N.A.
WBGene00004178,non-membrane-bounded organelle GO:0043228,WBGene00004178,WBGene00004178,History: N.A.
WBGene00004448,non-membrane-bounded organelle GO:0043228,WBGene00004448,WBGene00004448,History: N.A.
WBGene00012904,non-membrane-bounded organelle GO:0043228,WBGene00012904,WBGene00012904,History: N.A.
WBGene00003864,non-membrane-bounded organelle GO:0043228,WBGene00003864,WBGene00003864,History: N.A.
WBGene00010785,non-membrane-bounded organelle GO:0043228,WBGene00010785,WBGene00010785,History: Renamed on 2015-07-16
WBGene00018612,non-membrane-bounded organelle GO:0043228,WBGene00018612,WBGene00018612,History: Renamed on 2017-03-13
WBGene00004412,non-membrane-bounded organelle GO:0043228,WBGene00004412,WBGene00004412,History: Renamed on 2004-07-05
WBGene00008514,non-membrane-bounded organelle GO:0043228,WBGene00008514,WBGene00008514,"History: Split into mccc-2(WBGene00303021). History of WBGene00008514: Split into ""WBGene00303021"" on 2018-03-06"
WBGene00004414,non-membrane-bounded organelle GO:0043228,WBGene00004414,WBGene00004414,History: N.A.
WBGene00021287,non-membrane-bounded organelle GO:0043228,WBGene00021287,WBGene00021287,History: N.A.
WBGene00016165,non-membrane-bounded organelle GO:0043228,WBGene00016165,WBGene00016165,History: N.A.
WBGene00004085,non-membrane-bounded organelle GO:0043228,WBGene00004085,WBGene00004085,History: N.A.
WBGene00001874,non-membrane-bounded organelle GO:0043228,WBGene00001874,WBGene00001874,History: N.A.
WBGene00018391,non-membrane-bounded organelle GO:0043228,WBGene00018391,WBGene00018391,History: N.A.
WBGene00004433,non-membrane-bounded organelle GO:0043228,WBGene00004433,WBGene00004433,History: N.A.
WBGene00015698,non-membrane-bounded organelle GO:0043228,WBGene00015698,WBGene00015698,History: N.A.
WBGene00001985,non-membrane-bounded organelle GO:0043228,WBGene00001985,WBGene00001985,History: N.A.
WBGene00007278,non-membrane-bounded organelle GO:0043228,WBGene00007278,WBGene00007278,History: N.A.
WBGene00013151,non-membrane-bounded organelle GO:0043228,WBGene00013151,WBGene00013151,"History: Split into metl-2(WBGene00044720). History of WBGene00013151: Split into ""WBGene00044720"" on 2006-01-16"
WBGene00004470,non-membrane-bounded organelle GO:0043228,WBGene00004470,WBGene00004470,History: N.A.
WBGene00019168,non-membrane-bounded organelle GO:0043228,WBGene00019168,WBGene00019168,History: N.A.
WBGene00020823,non-membrane-bounded organelle GO:0043228,WBGene00020823,WBGene00020823,History: N.A.
WBGene00003231,non-membrane-bounded organelle GO:0043228,WBGene00003231,WBGene00003231,History: N.A.
WBGene00016060,non-membrane-bounded organelle GO:0043228,WBGene00016060,WBGene00016060,History: N.A.
WBGene00004043,non-membrane-bounded organelle GO:0043228,WBGene00004043,WBGene00004043,History: N.A.
WBGene00002059,non-membrane-bounded organelle GO:0043228,WBGene00002059,WBGene00002059,History: N.A.
WBGene00000264,non-membrane-bounded organelle GO:0043228,WBGene00000264,WBGene00000264,History: N.A.
WBGene00001597,non-membrane-bounded organelle GO:0043228,WBGene00001597,WBGene00001597,History: N.A.
WBGene00011036,non-membrane-bounded organelle GO:0043228,WBGene00011036,WBGene00011036,History: N.A.
WBGene00000257,non-membrane-bounded organelle GO:0043228,WBGene00000257,WBGene00000257,History: N.A.
WBGene00004431,non-membrane-bounded organelle GO:0043228,WBGene00004431,WBGene00004431,History: N.A.
WBGene00004486,non-membrane-bounded organelle GO:0043228,WBGene00004486,WBGene00004486,History: N.A.
WBGene00019753,non-membrane-bounded organelle GO:0043228,WBGene00019753,WBGene00019753,History: N.A.
WBGene00011270,non-membrane-bounded organelle GO:0043228,WBGene00011270,WBGene00011270,History: N.A.
WBGene00000933,non-membrane-bounded organelle GO:0043228,WBGene00000933,WBGene00000933,History: Renamed on 2018-06-07
WBGene00012584,non-membrane-bounded organelle GO:0043228,WBGene00012584,WBGene00012584,History: N.A.
WBGene00018867,non-membrane-bounded organelle GO:0043228,WBGene00018867,WBGene00018867,History: N.A.
