# 133 Genes with CSR-1-bound 22G RNA Homology,,,,,,,,,,,,,,,
gene ID,gene name,cosmid ID,Description (from Wormbase),log2FoldChange (SIN vs WT),Padj,gene length,N2 rep1 counts,N2 rep2 counts,N2 rpkm,WT rep1 counts,WT rep2 counts,WT rpkm,SIN rep1 counts,SIN rep2 counts,SIN rpkm,Input,Suggested Match,History
WBGene00012111,,T28A8.5,,1.008919711,2.02e-07,899.0,981.0,1100.0,26.55159331,1070.0,974.0,30.18236717,2606.0,1983.0,68.18220012,WBGene00012111,WBGene00012111,"History: Split into T28A8.8(WBGene00194852). History of WBGene00012111: Split into ""WBGene00194852"" on 2009-11-04"
WBGene00012112,,T28A8.6,,1.252125199,9.24e-25,2031.0,1882.0,1835.0,20.95001924,2231.0,1866.0,26.65326155,5789.0,4831.0,70.0683061,WBGene00012112,WBGene00012112,History: N.A.
WBGene00021014,,W03G9.2,,2.030233047,2.5e-30,1693.0,2228.0,1960.0,28.27521487,2633.0,2108.0,36.91104926,13734.0,8592.0,174.967689,WBGene00021014,WBGene00021014,History: N.A.
WBGene00013727,,Y111B2A.1,,2.653275462,4.9e-66,1328.0,520.0,575.0,9.455990381,684.0,549.0,12.23965029,4770.0,4068.0,89.24670613,WBGene00013727,WBGene00013727,History: N.A.
WBGene00013729,,Y111B2A.3,,1.55395931,1.9199999999999998e-42,2489.0,6256.0,5202.0,52.57602256,6689.0,4843.0,60.73207898,19370.0,17208.0,197.3565412,WBGene00013729,WBGene00013729,History: N.A.
WBGene00021277,,Y23H5B.6,"Y23H5B.6 encodes a DEAD-box helicase; loss of Y23H5B.6 activity via RNAi indicates that Y23H5B.6 activity is required for positive regulation of growth rate, reproduction, and embryonic and larval development.",1.013863492,9.16e-16,3209.0,4182.0,4184.0,29.854635,3944.0,3327.0,29.95186769,8690.0,7251.0,66.56576661,WBGene00021277,WBGene00021277,History: N.A.
WBGene00021465,,Y39G10AR.7,,2.229009175,3.78e-68,2020.0,2852.0,2277.0,28.982224,3266.0,2699.0,38.99097187,17729.0,13408.0,205.8475073,WBGene00021465,WBGene00021465,History: N.A.
WBGene00021555,,Y45G5AM.2,,1.435782035,4.24e-46,3428.0,2687.0,2368.0,16.8557352,3077.0,2466.0,21.31435051,8840.0,7383.0,63.41755502,WBGene00021555,WBGene00021555,History: N.A.
WBGene00021676,,Y48G1C.1,,2.371386475,3.25e-59,1593.0,1638.0,1179.0,20.15489355,1963.0,1553.0,29.07306926,10381.0,9971.0,172.0419162,WBGene00021676,WBGene00021676,History: Renamed on 2021-03-11
WBGene00013143,,Y53C12B.1,,1.936248207,4.490000000000001e-47,2530.0,1919.0,1891.0,17.24140956,2044.0,1605.0,18.99027559,7729.0,7608.0,81.70251283,WBGene00013143,WBGene00013143,History: N.A.
WBGene00013156,,Y53F4B.9,,1.54220214,2.8e-17,3671.0,5779.0,3720.0,29.44579485,4888.0,3530.0,30.05398786,15262.0,12191.0,100.0576005,WBGene00013156,WBGene00013156,History: N.A.
WBGene00013250,,Y57A10A.5,,1.180440815,3.68e-10,1959.0,640.0,717.0,7.945442302,818.0,688.0,10.16059329,2160.0,1650.0,25.98133543,WBGene00013250,WBGene00013250,History: N.A.
WBGene00014208,,ZK1067.2,,1.557197317,7.17e-40,7831.0,6115.0,5561.0,17.05065942,5107.0,4137.0,15.56926455,14866.0,14632.0,50.7679408,WBGene00014208,WBGene00014208,History: N.A.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
