Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00016277,1.595374173,6.31e-16,WBGene00016277,WBGene00016277,History: N.A.
WBGene00000885,1.594514133,5.52e-08,WBGene00000885,WBGene00000885,History: N.A.
WBGene00021359,1.593749344,3.33e-10,WBGene00021359,WBGene00021359,History: N.A.
WBGene00016730,1.593179429,1.53e-06,WBGene00016730,WBGene00016730,History: N.A.
WBGene00001563,1.592155885,1.03e-16,WBGene00001563,WBGene00001563,History: N.A.
WBGene00018688,1.591563029,1.86e-06,WBGene00018688,WBGene00018688,"History: Split into F52D2.12(WBGene00219451). History of WBGene00018688: Split into ""WBGene00219451"" on 2012-04-20"
WBGene00021765,1.589650825,3.48e-07,WBGene00021765,WBGene00021765,History: N.A.
WBGene00020931,1.589479685,2.79e-06,WBGene00020931,WBGene00020931,History: N.A.
WBGene00020716,1.588442897,0.000118724,WBGene00020716,WBGene00020716,History: N.A.
WBGene00019354,1.587813811,7.88e-06,WBGene00019354,WBGene00019354,History: N.A.
WBGene00010842,1.587617016,1.23e-14,WBGene00010842,WBGene00010842,History: N.A.
WBGene00002034,1.587568172,6.87e-21,WBGene00002034,WBGene00002034,History: N.A.
WBGene00009366,1.587026125,9.87e-11,WBGene00009366,WBGene00009366,History: N.A.
WBGene00015855,1.586917224,9.36e-06,WBGene00015855,WBGene00015855,History: N.A.
WBGene00020461,1.586682928,1.02e-12,WBGene00020461,WBGene00020461,History: N.A.
WBGene00016286,1.58600615,3.72e-12,WBGene00016286,WBGene00016286,History: N.A.
WBGene00021660,1.585951805,1.99e-12,WBGene00021660,WBGene00021660,History: N.A.
WBGene00004737,1.585950463,8.27e-27,WBGene00004737,WBGene00004737,History: N.A.
WBGene00020435,1.584213061,8.62e-11,WBGene00020435,WBGene00020435,History: N.A.
WBGene00015050,1.583043395,2.68e-05,WBGene00015050,WBGene00015050,History: N.A.
WBGene00016405,1.582502764,9.58e-26,WBGene00016405,WBGene00016405,History: N.A.
WBGene00004465,1.580072436,5.74e-18,WBGene00004465,WBGene00004465,History: N.A.
WBGene00010113,1.579378026,2.77e-09,WBGene00010113,WBGene00010113,History: N.A.
WBGene00009753,1.578875371,1.53e-07,WBGene00009753,WBGene00009753,History: N.A.
WBGene00012835,1.578749917,3.86e-08,WBGene00012835,WBGene00012835,History: N.A.
WBGene00008148,1.578737855,1.22e-07,WBGene00008148,WBGene00008148,History: N.A.
WBGene00021020,1.578363533,4.96e-11,WBGene00021020,WBGene00021020,History: N.A.
WBGene00013591,1.578334388,7.079999999999999e-23,WBGene00013591,WBGene00013591,History: N.A.
WBGene00018154,1.578080328,3.23e-11,WBGene00018154,WBGene00018154,History: N.A.
WBGene00012347,1.577287045,6.15e-06,WBGene00012347,WBGene00012347,History: N.A.
WBGene00003613,1.576385253,0.000138897,WBGene00003613,WBGene00003613,History: N.A.
WBGene00012110,1.575478844,3.99e-10,WBGene00012110,WBGene00012110,History: N.A.
WBGene00021908,1.575476696,2.31e-08,WBGene00021908,WBGene00021908,History: N.A.
WBGene00008811,1.573410516,1.57e-13,WBGene00008811,WBGene00008811,History: N.A.
WBGene00017591,1.572894171,6.34e-17,WBGene00017591,WBGene00017591,History: N.A.
WBGene00015168,1.57249908,5.43e-22,WBGene00015168,WBGene00015168,History: N.A.
WBGene00003186,1.571836702,1.83e-13,WBGene00003186,WBGene00003186,History: N.A.
WBGene00006915,1.571632219,2.72e-19,WBGene00006915,WBGene00006915,History: N.A.
WBGene00006993,1.571073481,3.32e-12,WBGene00006993,WBGene00006993,History: N.A.
WBGene00003389,1.570508568,4.670000000000001e-21,WBGene00003389,WBGene00003389,History: N.A.
WBGene00003133,1.570504807,1.61e-17,WBGene00003133,WBGene00003133,History: Renamed on 2022-01-03
WBGene00011044,1.570459951,8.24e-09,WBGene00011044,WBGene00011044,History: N.A.
WBGene00011216,1.570312555,5.12e-06,WBGene00011216,WBGene00011216,History: Renamed on 2009-03-31
WBGene00020819,1.569708333,3.8e-09,WBGene00020819,WBGene00020819,History: N.A.
WBGene00016062,1.56962764,1.27e-13,WBGene00016062,WBGene00016062,"History: Split into cox-16(WBGene00302991). History of WBGene00016062: Split into ""WBGene00302991"" on 2018-03-06"
WBGene00016501,1.569045657,9.15e-06,WBGene00016501,WBGene00016501,History: N.A.
WBGene00021298,1.568926294,3.38e-07,WBGene00021298,WBGene00021298,History: N.A.
WBGene00015235,1.568744012,8.28e-05,WBGene00015235,WBGene00015235,History: Renamed on 2007-02-16; Renamed on 2007-03-06
WBGene00017769,1.567630653,3.55e-13,WBGene00017769,WBGene00017769,History: Renamed on 2005-03-17
WBGene00013349,1.567229309,5.67e-06,WBGene00013349,WBGene00013349,History: N.A.
WBGene00021878,1.565846308,5.59e-08,WBGene00021878,WBGene00021878,History: N.A.
WBGene00013310,1.565687194,1.31e-06,WBGene00013310,WBGene00013310,History: N.A.
WBGene00014997,1.565615507,1.07e-09,WBGene00014997,WBGene00014997,History: N.A.
WBGene00018004,1.565608506,3.91e-06,WBGene00018004,WBGene00018004,History: N.A.
WBGene00010685,1.564760207,4.92e-17,WBGene00010685,WBGene00010685,History: Renamed on 2009-02-16
WBGene00013441,1.56429258,2.47e-11,WBGene00013441,WBGene00013441,History: N.A.
WBGene00017166,1.563231795,6.44e-23,WBGene00017166,WBGene00017166,History: N.A.
WBGene00013158,1.562188067,2.22e-12,WBGene00013158,WBGene00013158,History: N.A.
WBGene00002368,1.562085949,4.66e-16,WBGene00002368,WBGene00002368,History: N.A.
WBGene00022851,1.561709456,1.5e-09,WBGene00022851,WBGene00022851,History: N.A.
WBGene00019095,1.561439385,2.2e-05,WBGene00019095,WBGene00019095,History: N.A.
WBGene00021938,1.561390624,2.76e-11,WBGene00021938,WBGene00021938,History: N.A.
WBGene00022169,1.561346163,1.8e-09,WBGene00022169,WBGene00022169,History: N.A.
WBGene00007732,1.56093192,1.32e-10,WBGene00007732,WBGene00007732,History: Renamed on 2011-09-22; Renamed on 2013-04-16
WBGene00008140,1.560198169,3.23e-09,WBGene00008140,WBGene00008140,History: Renamed on 2013-10-11; Renamed on 2015-07-01
WBGene00002198,1.560133406,4.64e-07,WBGene00002198,WBGene00002198,History: N.A.
WBGene00006579,1.560096122,1.18e-18,WBGene00006579,WBGene00006579,History: N.A.
WBGene00018598,1.559705881,1.35e-05,WBGene00018598,WBGene00018598,History: N.A.
WBGene00008660,1.559086925,0.000200645,WBGene00008660,WBGene00008660,History: N.A.
WBGene00001060,1.558948873,4.38e-11,WBGene00001060,WBGene00001060,History: N.A.
WBGene00022730,1.557892039,1.82e-25,WBGene00022730,WBGene00022730,History: N.A.
WBGene00012529,1.557755673,2.88e-06,WBGene00012529,WBGene00012529,History: N.A.
WBGene00019481,1.556837484,7.48e-12,WBGene00019481,WBGene00019481,History: N.A.
WBGene00008857,1.556049861,3.92e-11,WBGene00008857,WBGene00008857,History: N.A.
WBGene00019898,1.555676455,6.3e-05,WBGene00019898,WBGene00019898,History: N.A.
WBGene00022450,1.555628414,1.81e-06,WBGene00022450,WBGene00022450,History: N.A.
WBGene00018165,1.55480248,5.05e-05,WBGene00018165,WBGene00018165,History: N.A.
WBGene00017699,1.554525636,2.47e-12,WBGene00017699,WBGene00017699,History: N.A.
WBGene00012894,1.553789393,1.79e-14,WBGene00012894,WBGene00012894,History: N.A.
WBGene00001833,1.553522227,1.27e-22,WBGene00001833,WBGene00001833,History: Renamed on 2015-03-05; Renamed on 2015-03-05
WBGene00006051,1.553522022,1.3e-11,WBGene00006051,WBGene00006051,History: N.A.
WBGene00011821,1.552043781,8.52e-05,WBGene00011821,WBGene00011821,History: N.A.
WBGene00008344,1.551802418,1.18e-05,WBGene00008344,WBGene00008344,History: N.A.
WBGene00012148,1.551746862,2.27e-10,WBGene00012148,WBGene00012148,History: N.A.
WBGene00000007,1.551297277,5.79e-05,WBGene00000007,WBGene00000007,History: N.A.
WBGene00012315,1.55101476,4.73e-15,WBGene00012315,WBGene00012315,History: N.A.
WBGene00004324,1.550657024,3.56e-10,WBGene00004324,WBGene00004324,History: N.A.
WBGene00001566,1.550253415,4.63e-13,WBGene00001566,WBGene00001566,History: Renamed on 2008-04-17
WBGene00011225,1.548808611,9.16e-05,WBGene00011225,WBGene00011225,History: N.A.
WBGene00014012,1.548772459,6.22e-12,WBGene00014012,WBGene00014012,History: N.A.
WBGene00003390,1.548451868,9.08e-07,WBGene00003390,WBGene00003390,History: Renamed on 2011-05-05
WBGene00012595,1.5482256,5.56e-10,WBGene00012595,WBGene00012595,History: N.A.
WBGene00004775,1.548144227,3.87e-17,WBGene00004775,WBGene00004775,History: Renamed on 2015-03-03
WBGene00019013,1.548085086,7.14e-16,WBGene00019013,WBGene00019013,History: N.A.
WBGene00008670,1.546375939,4.53e-12,WBGene00008670,WBGene00008670,History: N.A.
WBGene00017800,1.544774534,4.77e-18,WBGene00017800,WBGene00017800,History: N.A.
WBGene00008143,1.544617457,3.12e-08,WBGene00008143,WBGene00008143,History: N.A.
WBGene00013260,1.54452698,1.16e-09,WBGene00013260,WBGene00013260,History: N.A.
WBGene00015766,1.542303993,9.76e-08,WBGene00015766,WBGene00015766,History: N.A.
WBGene00004266,1.542266077,1.64e-14,WBGene00004266,WBGene00004266,History: N.A.
WBGene00022729,1.54185806,1.13e-26,WBGene00022729,WBGene00022729,History: N.A.
WBGene00008259,1.540276817,4.6e-11,WBGene00008259,WBGene00008259,History: N.A.
WBGene00020071,1.539678043,1.1e-05,WBGene00020071,WBGene00020071,History: N.A.
WBGene00012386,1.53893396,6.63e-17,WBGene00012386,WBGene00012386,History: N.A.
WBGene00013995,1.538401626,8.61e-05,WBGene00013995,WBGene00013995,History: N.A.
WBGene00007297,1.537712429,2.6e-05,WBGene00007297,WBGene00007297,History: Renamed on 2022-10-03
WBGene00010378,1.537250755,0.000169287,WBGene00010378,WBGene00010378,History: N.A.
WBGene00016162,1.536876974,1.4e-14,WBGene00016162,WBGene00016162,History: N.A.
WBGene00013545,1.536685248,9.64e-11,WBGene00013545,WBGene00013545,History: N.A.
WBGene00010061,1.536582998,4.84e-16,WBGene00010061,WBGene00010061,History: N.A.
WBGene00020802,1.536033572,3.05e-11,WBGene00020802,WBGene00020802,History: N.A.
WBGene00018678,1.535973003,4.79e-06,WBGene00018678,WBGene00018678,History: N.A.
WBGene00017387,1.535116751,9.51e-10,WBGene00017387,WBGene00017387,History: N.A.
WBGene00013431,1.534732336,1.05e-07,WBGene00013431,WBGene00013431,History: N.A.
WBGene00000880,1.533943637,2.8e-07,WBGene00000880,WBGene00000880,History: N.A.
WBGene00004508,1.53361829,1.97e-18,WBGene00004508,WBGene00004508,History: N.A.
WBGene00001938,1.533352431,5.67e-14,WBGene00001938,WBGene00001938,History: N.A.
WBGene00012345,1.533263307,1.09e-10,WBGene00012345,WBGene00012345,History: N.A.
WBGene00219617,1.533109624,3.03e-12,WBGene00219617,WBGene00219617,History: N.A.
WBGene00007904,1.532646373,1.06e-07,WBGene00007904,WBGene00007904,History: N.A.
WBGene00003658,1.532162334,2.6e-09,WBGene00003658,WBGene00003658,History: N.A.
WBGene00012550,1.531937962,1.28e-10,WBGene00012550,WBGene00012550,History: Renamed on 2018-11-12
WBGene00010991,1.531721857,1.16e-07,WBGene00010991,WBGene00010991,History: N.A.
WBGene00016650,1.531603881,3.990000000000001e-21,WBGene00016650,WBGene00016650,History: N.A.
WBGene00004340,1.531160577,3.12e-10,WBGene00004340,WBGene00004340,History: N.A.
WBGene00015287,1.529704126,5.89e-07,WBGene00015287,WBGene00015287,History: N.A.
WBGene00003220,1.529369338,3.35e-11,WBGene00003220,WBGene00003220,History: N.A.
WBGene00018910,1.528903613,8.22e-07,WBGene00018910,WBGene00018910,History: N.A.
WBGene00017955,1.528507536,1.59e-09,WBGene00017955,WBGene00017955,History: N.A.
WBGene00009441,1.528250944,4.09e-05,WBGene00009441,WBGene00009441,History: N.A.
WBGene00000396,1.527914601,2.63e-11,WBGene00000396,WBGene00000396,History: N.A.
WBGene00008446,1.527388625,1.6e-12,WBGene00008446,WBGene00008446,History: N.A.
WBGene00011945,1.527369023,7.68e-12,WBGene00011945,WBGene00011945,History: N.A.
WBGene00009347,1.52735047,0.000107843,WBGene00009347,WBGene00009347,History: N.A.
WBGene00017534,1.526912358,1e-10,WBGene00017534,WBGene00017534,History: N.A.
WBGene00016874,1.526882099,0.000265272,WBGene00016874,WBGene00016874,History: N.A.
WBGene00019459,1.52663401,4.66e-07,WBGene00019459,WBGene00019459,History: N.A.
WBGene00017776,1.525120293,2.39e-07,WBGene00017776,WBGene00017776,History: N.A.
WBGene00011859,1.524871242,3.48e-05,WBGene00011859,WBGene00011859,History: N.A.
WBGene00007627,1.524713088,2.72e-07,WBGene00007627,WBGene00007627,History: N.A.
WBGene00021914,1.52450796,1.36e-06,WBGene00021914,WBGene00021914,History: Renamed on 2012-02-07; Renamed on 2021-09-06
WBGene00021363,1.523552335,4.94e-07,WBGene00021363,WBGene00021363,History: N.A.
WBGene00011111,1.523262885,5.27e-11,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00020788,1.522172756,3.89e-14,WBGene00020788,WBGene00020788,History: N.A.
WBGene00002039,1.521968057,3.86e-12,WBGene00002039,WBGene00002039,History: N.A.
WBGene00020070,1.52191263,1.4e-06,WBGene00020070,WBGene00020070,History: N.A.
WBGene00021022,1.519972271,1.23e-05,WBGene00021022,WBGene00021022,History: N.A.
WBGene00009731,1.519781871,8.32e-09,WBGene00009731,WBGene00009731,History: N.A.
WBGene00008107,1.519688512,1.58e-20,WBGene00008107,WBGene00008107,History: Renamed on 2006-09-21
WBGene00010289,1.51935329,3.31e-09,WBGene00010289,WBGene00010289,History: N.A.
WBGene00021945,1.518779315,2.81e-11,WBGene00021945,WBGene00021945,History: N.A.
WBGene00194703,1.518042777,1.28e-08,WBGene00194703,WBGene00194703,History: N.A.
WBGene00011176,1.517246972,2.85e-08,WBGene00011176,WBGene00011176,History: N.A.
WBGene00006737,1.515142837,1.97e-21,WBGene00006737,WBGene00006737,History: N.A.
WBGene00015470,1.514129182,2.1e-10,WBGene00015470,WBGene00015470,History: N.A.
WBGene00017832,1.513926063,2.37e-05,WBGene00017832,WBGene00017832,History: N.A.
WBGene00008774,1.513793166,1.94e-08,WBGene00008774,WBGene00008774,History: N.A.
WBGene00011423,1.513087802,7.48e-07,WBGene00011423,WBGene00011423,History: N.A.
WBGene00009039,1.512858288,0.000187165,WBGene00009039,WBGene00009039,History: N.A.
WBGene00013872,1.510754454,2.7e-06,WBGene00013872,WBGene00013872,History: N.A.
WBGene00018895,1.50980759,6.87e-08,WBGene00018895,WBGene00018895,History: N.A.
WBGene00012868,1.509506682,5.06e-12,WBGene00012868,WBGene00012868,History: N.A.
WBGene00009286,1.50929085,2.28e-08,WBGene00009286,WBGene00009286,History: N.A.
WBGene00022881,1.50882008,7.39e-05,WBGene00022881,WBGene00022881,History: N.A.
WBGene00270321,1.508785472,0.000237107,WBGene00270321,WBGene00270321,History: N.A.
WBGene00000530,1.50828325,0.000275817,WBGene00000530,WBGene00000530,History: N.A.
WBGene00022794,1.507587016,2.47e-09,WBGene00022794,WBGene00022794,"History: Split into ZK686.6(WBGene00044799). History of WBGene00022794: Split into ""WBGene00044799"" on 2006-04-21"
WBGene00007784,1.506967695,6.45e-15,WBGene00007784,WBGene00007784,History: N.A.
WBGene00010537,1.506619905,2.04e-07,WBGene00010537,WBGene00010537,History: N.A.
WBGene00016323,1.506475434,2.65e-07,WBGene00016323,WBGene00016323,History: N.A.
WBGene00009364,1.506166421,7.26e-08,WBGene00009364,WBGene00009364,History: N.A.
WBGene00023191,1.505941786,3.81e-09,WBGene00023191,WBGene00023191,History: N.A.
WBGene00007624,1.505720191,4.01e-28,WBGene00007624,WBGene00007624,History: Renamed on 2012-08-29
WBGene00021460,1.505642837,4.48e-12,WBGene00021460,WBGene00021460,History: N.A.
WBGene00044403,1.505549388,4.54e-05,WBGene00044403,WBGene00044403,History: N.A.
WBGene00019225,1.505531072,2.55e-05,WBGene00019225,WBGene00019225,History: N.A.
WBGene00012740,1.504262757,2.89e-08,WBGene00012740,WBGene00012740,History: N.A.
WBGene00014157,1.501616228,3.95e-05,WBGene00014157,WBGene00014157,History: N.A.
WBGene00012000,1.501276533,9.07e-08,WBGene00012000,WBGene00012000,History: N.A.
WBGene00021050,1.500978042,2.2e-10,WBGene00021050,WBGene00021050,History: N.A.
WBGene00013053,1.500917074,1.09e-08,WBGene00013053,WBGene00013053,History: N.A.
WBGene00013209,1.499541556,5.33e-09,WBGene00013209,WBGene00013209,History: N.A.
WBGene00010013,1.499280687,8.52e-22,WBGene00010013,WBGene00010013,History: N.A.
WBGene00006596,1.498822489,1.43e-06,WBGene00006596,WBGene00006596,History: N.A.
WBGene00008034,1.498637374,3.82e-07,WBGene00008034,WBGene00008034,History: N.A.
WBGene00010676,1.496265855,7.08e-11,WBGene00010676,WBGene00010676,History: N.A.
WBGene00003041,1.49624331,2.64e-16,WBGene00003041,WBGene00003041,History: N.A.
WBGene00015047,1.496101374,5.35e-05,WBGene00015047,WBGene00015047,History: Renamed on 2017-04-04
WBGene00012120,1.495062473,1.7e-06,WBGene00012120,WBGene00012120,History: N.A.
WBGene00000933,1.494264913,3.88e-09,WBGene00000933,WBGene00000933,History: Renamed on 2018-06-07
WBGene00021295,1.491780179,1.7e-06,WBGene00021295,WBGene00021295,History: N.A.
WBGene00004273,1.491540738,4.37e-09,WBGene00004273,WBGene00004273,History: Renamed on 2006-03-23
WBGene00003393,1.491402636,2.67e-15,WBGene00003393,WBGene00003393,History: N.A.
WBGene00005010,1.490303765,6.26e-11,WBGene00005010,WBGene00005010,History: N.A.
WBGene00001401,1.49004966,1.61e-16,WBGene00001401,WBGene00001401,History: N.A.
WBGene00021471,1.489360819,1.87e-11,WBGene00021471,WBGene00021471,"History: Split into Y39G10AR.32(WBGene00219275). History of WBGene00021471: Split into ""WBGene00219275"" on 2011-10-03"
WBGene00013924,1.48929087,2.22e-17,WBGene00013924,WBGene00013924,History: N.A.
WBGene00022075,1.489204711,1.23e-05,WBGene00022075,WBGene00022075,History: N.A.
WBGene00022732,1.489091971,1.57e-11,WBGene00022732,WBGene00022732,History: N.A.
WBGene00021325,1.488655429,9.03e-10,WBGene00021325,WBGene00021325,History: N.A.
WBGene00019237,1.488623185,1.49e-13,WBGene00019237,WBGene00019237,History: N.A.
WBGene00019008,1.488593676,6.54e-08,WBGene00019008,WBGene00019008,History: N.A.
WBGene00006840,1.488518003,3.77e-17,WBGene00006840,WBGene00006840,History: N.A.
WBGene00012012,1.487873013,1.17e-12,WBGene00012012,WBGene00012012,History: N.A.
WBGene00021110,1.486614464,4.74e-08,WBGene00021110,WBGene00021110,History: N.A.
WBGene00020649,1.485168008,2.94e-06,WBGene00020649,WBGene00020649,"History: Split into best-19(WBGene00206487). History of WBGene00020649: Split into ""WBGene00206487"" on 2011-06-13"
WBGene00009831,1.485041644,3.34e-06,WBGene00009831,WBGene00009831,History: N.A.
WBGene00012643,1.483695131,6.69e-05,WBGene00012643,WBGene00012643,History: N.A.
WBGene00000565,1.482940238,3.58e-08,WBGene00000565,WBGene00000565,History: Renamed on 2014-12-10
WBGene00010612,1.482246367,8.82e-08,WBGene00010612,WBGene00010612,History: N.A.
WBGene00010221,1.482212858,2.91e-05,WBGene00010221,WBGene00010221,History: N.A.
WBGene00017967,1.481560398,3.03e-12,WBGene00017967,WBGene00017967,History: N.A.
WBGene00012652,1.480635025,5.03e-06,WBGene00012652,WBGene00012652,History: N.A.
WBGene00007576,1.479643065,3.9e-05,WBGene00007576,WBGene00007576,History: N.A.
WBGene00001037,1.47878972,3.41e-15,WBGene00001037,WBGene00001037,History: Renamed on 2005-12-16
WBGene00010402,1.478750108,3.23e-15,WBGene00010402,WBGene00010402,"History: Split into H16D19.5(WBGene00195253), H16D19.6(WBGene00195254), H16D19.7(WBGene00195255). History of WBGene00010402: Split into ""WBGene00195253"" on 2010-09-09; Split into ""WBGene00195254"" on 2010-09-09; Split into ""WBGene00195255"" on 2010-09-09"
WBGene00001853,1.478079319,2.23e-17,WBGene00001853,WBGene00001853,History: Renamed on 2010-11-12
WBGene00021661,1.477567431,4.58e-06,WBGene00021661,WBGene00021661,History: N.A.
WBGene00021512,1.475120286,3.42e-09,WBGene00021512,WBGene00021512,History: N.A.
WBGene00010263,1.47340519,3.9999999999999996e-26,WBGene00010263,WBGene00010263,History: N.A.
WBGene00023490,1.473311986,1.37e-11,WBGene00023490,WBGene00023490,History: N.A.
WBGene00012244,1.473265427,2.51e-08,WBGene00012244,WBGene00012244,History: N.A.
WBGene00022603,1.472759607,2.77e-11,WBGene00022603,WBGene00022603,History: N.A.
WBGene00019715,1.472300525,7.94e-15,WBGene00019715,WBGene00019715,History: N.A.
WBGene00014208,1.471649334,1.82e-25,WBGene00014208,WBGene00014208,History: N.A.
WBGene00007087,1.470950418,3.67e-10,WBGene00007087,WBGene00007087,History: N.A.
WBGene00011493,1.470710904,9.35e-10,WBGene00011493,WBGene00011493,History: N.A.
WBGene00000817,1.470661072,2.87e-09,WBGene00000817,WBGene00000817,History: N.A.
WBGene00001080,1.470227978,7.73e-13,WBGene00001080,WBGene00001080,History: N.A.
WBGene00022453,1.468146027,1.01e-06,WBGene00022453,WBGene00022453,History: N.A.
WBGene00018680,1.467963431,0.000270629,WBGene00018680,WBGene00018680,History: N.A.
WBGene00008601,1.467477771,6.28e-05,WBGene00008601,WBGene00008601,History: Renamed on 2017-04-05
WBGene00006698,1.467006915,4.62e-11,WBGene00006698,WBGene00006698,History: N.A.
WBGene00004086,1.466884993,8.01e-05,WBGene00004086,WBGene00004086,History: N.A.
WBGene00006974,1.465878227,4.93e-17,WBGene00006974,WBGene00006974,History: N.A.
WBGene00019399,1.465161804,6.35e-12,WBGene00019399,WBGene00019399,History: N.A.
WBGene00006996,1.464508764,2.64e-11,WBGene00006996,WBGene00006996,History: N.A.
WBGene00010624,1.464478919,7.17e-07,WBGene00010624,WBGene00010624,History: N.A.
WBGene00004874,1.464081128,2.19e-15,WBGene00004874,WBGene00004874,History: N.A.
WBGene00013958,1.463312415,4.53e-06,WBGene00013958,WBGene00013958,History: N.A.
WBGene00010195,1.463209083,2.33e-05,WBGene00010195,WBGene00010195,History: N.A.
WBGene00020500,1.462723665,6.57e-05,WBGene00020500,WBGene00020500,History: N.A.
WBGene00013200,1.462407459,4.45e-07,WBGene00013200,WBGene00013200,History: N.A.
WBGene00010912,1.461503328,2.56e-19,WBGene00010912,WBGene00010912,History: N.A.
WBGene00004094,1.459586713,1.07e-22,WBGene00004094,WBGene00004094,History: Renamed on 2011-10-14
WBGene00015513,1.459353787,1.91e-07,WBGene00015513,WBGene00015513,History: N.A.
WBGene00003918,1.458754534,2.39e-19,WBGene00003918,WBGene00003918,History: N.A.
WBGene00001905,1.458694225,1.52e-10,WBGene00001905,WBGene00001905,History: N.A.
WBGene00007428,1.458502605,9.17e-12,WBGene00007428,WBGene00007428,"History: Split into C08B6.18(WBGene00303036). History of WBGene00007428: Renamed on 2013-07-04; Split into ""WBGene00303036"" on 2018-03-02"
WBGene00011102,1.458366896,3.6e-11,WBGene00011102,WBGene00011102,History: N.A.
WBGene00010700,1.458091313,1.98e-09,WBGene00010700,WBGene00010700,History: N.A.
WBGene00002696,1.457909504,1.94e-08,WBGene00002696,WBGene00002696,History: N.A.
WBGene00006567,1.457800987,4.02e-08,WBGene00006567,WBGene00006567,History: N.A.
WBGene00007789,1.456009443,1.01e-19,WBGene00007789,WBGene00007789,History: N.A.
WBGene00015283,1.456002124,6.63e-06,WBGene00015283,WBGene00015283,History: N.A.
WBGene00021192,1.455841596,1.41e-18,WBGene00021192,WBGene00021192,History: N.A.
WBGene00011275,1.455837942,4.85e-05,WBGene00011275,WBGene00011275,History: N.A.
WBGene00004371,1.454800294,6.2e-16,WBGene00004371,WBGene00004371,History: N.A.
WBGene00006447,1.454646822,5.46e-07,WBGene00006447,WBGene00006447,History: N.A.
WBGene00013678,1.453445652,2.78e-06,WBGene00013678,WBGene00013678,History: N.A.
WBGene00003905,1.45335061,2.6e-15,WBGene00003905,WBGene00003905,History: N.A.
WBGene00014215,1.452525235,9.84e-05,WBGene00014215,WBGene00014215,History: N.A.
WBGene00017158,1.452148844,7.33e-06,WBGene00017158,WBGene00017158,History: N.A.
WBGene00006740,1.451554501,1.05e-10,WBGene00006740,WBGene00006740,History: Renamed on 2014-03-28; Renamed on 2014-09-02
WBGene00000985,1.451536299,5.51e-07,WBGene00000985,WBGene00000985,History: N.A.
WBGene00011729,1.451107714,2.36e-21,WBGene00011729,WBGene00011729,History: Renamed on 2007-05-03
WBGene00000223,1.450175062,5.85e-13,WBGene00000223,WBGene00000223,"History: Split into C07G2.5(WBGene00303035). History of WBGene00000223: Split into ""WBGene00303035"" on 2018-03-02"
WBGene00017269,1.45009477,3.92e-06,WBGene00017269,WBGene00017269,History: Renamed on 2022-09-29
WBGene00016173,1.449804187,2.54e-15,WBGene00016173,WBGene00016173,History: N.A.
WBGene00009193,1.449661507,1.72e-07,WBGene00009193,WBGene00009193,History: N.A.
WBGene00000508,1.448920968,1.54e-14,WBGene00000508,WBGene00000508,History: N.A.
WBGene00013407,1.448386472,8.57e-06,WBGene00013407,WBGene00013407,History: N.A.
WBGene00022452,1.44829818,8.23e-08,WBGene00022452,WBGene00022452,History: N.A.
WBGene00020289,1.447679559,3.29e-08,WBGene00020289,WBGene00020289,History: N.A.
WBGene00002998,1.447464598,3.71e-12,WBGene00002998,WBGene00002998,History: N.A.
WBGene00011758,1.447013727,5.53e-11,WBGene00011758,WBGene00011758,History: Renamed on 2005-03-17; Renamed on 2021-03-11
WBGene00000498,1.446793261,5.17e-08,WBGene00000498,WBGene00000498,History: N.A.
WBGene00019086,1.446503833,3.93e-08,WBGene00019086,WBGene00019086,History: N.A.
WBGene00022227,1.446465839,1.96e-06,WBGene00022227,WBGene00022227,History: N.A.
WBGene00003134,1.446354885,3.24e-10,WBGene00003134,WBGene00003134,History: Renamed on 2006-03-01; Renamed on 2016-01-22
WBGene00013345,1.446346328,4.8e-05,WBGene00013345,WBGene00013345,"History: Split into Y59A8B.25(WBGene00044794). History of WBGene00013345: Split into ""WBGene00044794"" on 2006-03-23"
WBGene00008684,1.445852958,1.34e-05,WBGene00008684,WBGene00008684,History: N.A.
WBGene00011464,1.445534612,2.7e-15,WBGene00011464,WBGene00011464,History: N.A.
WBGene00010980,1.445107964,4e-05,WBGene00010980,WBGene00010980,History: N.A.
WBGene00007480,1.444579526,5.74e-07,WBGene00007480,WBGene00007480,"History: Split into C09F9.7(WBGene00045322). History of WBGene00007480: Split into ""WBGene00045322"" on 2007-03-22"
WBGene00016740,1.444471081,2.73e-06,WBGene00016740,WBGene00016740,History: N.A.
WBGene00007948,1.443848371,1.6e-07,WBGene00007948,WBGene00007948,History: N.A.
WBGene00006414,1.44312104,1.89e-12,WBGene00006414,WBGene00006414,History: Renamed on 2007-07-20
WBGene00012543,1.442894166,2.04e-18,WBGene00012543,WBGene00012543,History: N.A.
WBGene00010323,1.441199235,8.34e-06,WBGene00010323,WBGene00010323,History: N.A.
WBGene00017607,1.441161043,2.12e-10,WBGene00017607,WBGene00017607,History: N.A.
WBGene00022590,1.44104103,1.29e-06,WBGene00022590,WBGene00022590,History: N.A.
WBGene00006342,1.440702108,1.99e-05,WBGene00006342,WBGene00006342,History: Renamed on 2012-05-11
WBGene00008185,1.440335658,1.12e-06,WBGene00008185,WBGene00008185,History: N.A.
WBGene00008383,1.440309868,1.91e-05,WBGene00008383,WBGene00008383,History: N.A.
WBGene00001932,1.439684342,4.61e-16,WBGene00001932,WBGene00001932,History: N.A.
