# genelist,criteria,,,
# All CSR-1 targets ≥ 1 RPM,≥ 1 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 targets 1-50 RPM ,1- 50 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 targets  50-150 RPM,50-150 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 targets ≥ 150 RPM,≥ 150 RPM in IP and log2FC (IP/Input) ≥ 1,,,
# CSR-1 protected targets,log2FC ≤ -0.5 in GRO-seq CSR-1 KO vs CSR-1 ADH,,,
# CSR-1 sliced targets,log2FC ≥1 in RNA-seq CSR-1 ADH vs WT and log2FC ≤-1 total sRNAs CSR-1 ADH vs WT for CSR-1 targets,,,
# HRDE-1 loaded P granule dependent piRNA targets,"≥ 1 RPM in IP and log2FC (IP/Input) ≥ 0.5 AND log2FC (P granule RNAi/control) ≤ -2 AND piRNA-dependent 22G-RNA protein-coding targets (Barucci et.al., 2020)",,,
# gene list used for RSCU based on translation efficiency,,,,
Log2 TE ≤ -1,Unnamed: 1,Input,Suggested Match,History
WBGene00007313,,WBGene00007313,WBGene00007313,History: N.A.
WBGene00011932,,WBGene00011932,WBGene00011932,History: N.A.
WBGene00004884,,WBGene00004884,WBGene00004884,History: Renamed on 2008-01-10
WBGene00014118,,WBGene00014118,WBGene00014118,History: N.A.
WBGene00000070,,WBGene00000070,WBGene00000070,History: N.A.
WBGene00016351,,WBGene00016351,WBGene00016351,History: N.A.
WBGene00003021,,WBGene00003021,WBGene00003021,History: N.A.
WBGene00011639,,WBGene00011639,WBGene00011639,History: N.A.
WBGene00002055,,WBGene00002055,WBGene00002055,History: N.A.
WBGene00022562,,WBGene00022562,WBGene00022562,History: N.A.
WBGene00012195,,WBGene00012195,WBGene00012195,History: N.A.
WBGene00003373,,WBGene00003373,WBGene00003373,History: N.A.
WBGene00000246,,WBGene00000246,WBGene00000246,History: N.A.
WBGene00017437,,WBGene00017437,WBGene00017437,History: N.A.
WBGene00000518,,WBGene00000518,WBGene00000518,History: N.A.
WBGene00016540,,WBGene00016540,WBGene00016540,History: N.A.
WBGene00013559,,WBGene00013559,WBGene00013559,History: N.A.
WBGene00011717,,WBGene00011717,WBGene00011717,History: N.A.
WBGene00010850,,WBGene00010850,WBGene00010850,History: N.A.
WBGene00020919,,WBGene00020919,WBGene00020919,History: N.A.
WBGene00018229,,WBGene00018229,WBGene00018229,History: N.A.
WBGene00017138,,WBGene00017138,WBGene00017138,History: N.A.
WBGene00044420,,WBGene00044420,WBGene00044420,History: N.A.
WBGene00001795,,WBGene00001795,WBGene00001795,History: N.A.
WBGene00004892,,WBGene00004892,WBGene00004892,History: N.A.
WBGene00001240,,WBGene00001240,WBGene00001240,History: N.A.
WBGene00019273,,WBGene00019273,WBGene00019273,History: N.A.
WBGene00009220,,WBGene00009220,WBGene00009220,"History: Split into pigl-1(WBGene00013131). History of WBGene00009220: Split into ""WBGene00013131"" on 2010-03-11"
WBGene00006498,,WBGene00006498,WBGene00006498,History: Renamed on 2005-07-26; Renamed on 2010-08-17
WBGene00004316,,WBGene00004316,WBGene00004316,History: N.A.
WBGene00004207,,WBGene00004207,WBGene00004207,History: N.A.
WBGene00018516,,WBGene00018516,WBGene00018516,History: Renamed on 2017-05-31
WBGene00006763,,WBGene00006763,WBGene00006763,History: N.A.
WBGene00019617,,WBGene00019617,WBGene00019617,History: N.A.
WBGene00012236,,WBGene00012236,WBGene00012236,History: N.A.
WBGene00021146,,WBGene00021146,WBGene00021146,History: N.A.
WBGene00006796,,WBGene00006796,WBGene00006796,History: N.A.
WBGene00000812,,WBGene00000812,WBGene00000812,History: N.A.
WBGene00000409,,WBGene00000409,WBGene00000409,History: N.A.
WBGene00017606,,WBGene00017606,WBGene00017606,History: N.A.
WBGene00004318,,WBGene00004318,WBGene00004318,History: N.A.
WBGene00010199,,WBGene00010199,WBGene00010199,History: N.A.
WBGene00000543,,WBGene00000543,WBGene00000543,History: N.A.
WBGene00206376,,WBGene00206376,,History: Killed on 2017-09-25. Remark: Removed in a previous release
WBGene00006432,,WBGene00006432,WBGene00006432,History: Renamed on 2018-06-07
WBGene00007372,,WBGene00007372,WBGene00007372,History: N.A.
WBGene00000541,,WBGene00000541,WBGene00000541,History: N.A.
WBGene00001559,,WBGene00001559,WBGene00001559,History: N.A.
WBGene00018710,,WBGene00018710,WBGene00018710,"History: Split into F52G3.7(WBGene00303060). History of WBGene00018710: Split into ""WBGene00303060"" on 2018-03-02"
WBGene00008133,,WBGene00008133,WBGene00008133,History: Renamed on 2013-12-06
WBGene00013216,,WBGene00013216,WBGene00013216,History: N.A.
WBGene00008622,,WBGene00008622,WBGene00008622,History: N.A.
WBGene00021565,,WBGene00021565,WBGene00021565,History: N.A.
WBGene00219425,,WBGene00219425,WBGene00219425,History: N.A.
WBGene00000018,,WBGene00000018,WBGene00000018,History: N.A.
WBGene00004831,,WBGene00004831,WBGene00004831,History: N.A.
WBGene00009224,,WBGene00009224,WBGene00009224,History: N.A.
WBGene00019167,,WBGene00019167,WBGene00019167,History: N.A.
WBGene00002213,,WBGene00002213,WBGene00002213,History: N.A.
WBGene00008317,,WBGene00008317,WBGene00008317,History: N.A.
WBGene00004037,,WBGene00004037,WBGene00004037,History: N.A.
WBGene00013334,,WBGene00013334,WBGene00013334,History: N.A.
WBGene00017826,,WBGene00017826,WBGene00017826,History: N.A.
WBGene00006831,,WBGene00006831,WBGene00006831,History: N.A.
WBGene00018216,,WBGene00018216,WBGene00018216,History: N.A.
WBGene00008775,,WBGene00008775,WBGene00008775,History: N.A.
WBGene00000793,,WBGene00000793,WBGene00000793,History: N.A.
WBGene00001086,,WBGene00001086,WBGene00001086,History: N.A.
WBGene00018051,,WBGene00018051,WBGene00018051,History: Renamed on 2013-11-15
WBGene00015161,,WBGene00015161,WBGene00015161,History: N.A.
WBGene00006926,,WBGene00006926,WBGene00006926,History: N.A.
WBGene00017885,,WBGene00017885,WBGene00017885,History: N.A.
WBGene00018073,,WBGene00018073,WBGene00018073,History: N.A.
WBGene00020489,,WBGene00020489,WBGene00020489,History: N.A.
WBGene00003238,,WBGene00003238,WBGene00003238,History: N.A.
WBGene00006462,,WBGene00006462,WBGene00006462,History: N.A.
WBGene00006493,,WBGene00006493,WBGene00006493,History: Renamed on 2017-10-11
WBGene00014076,,WBGene00014076,WBGene00014076,History: N.A.
WBGene00019913,,WBGene00019913,WBGene00019913,History: N.A.
WBGene00006224,,WBGene00006224,WBGene00006224,History: N.A.
WBGene00020340,,WBGene00020340,WBGene00020340,History: N.A.
WBGene00016896,,WBGene00016896,WBGene00016896,History: N.A.
WBGene00006928,,WBGene00006928,WBGene00006928,History: N.A.
WBGene00017891,,WBGene00017891,WBGene00017891,History: N.A.
WBGene00022647,,WBGene00022647,WBGene00022647,History: N.A.
WBGene00011860,,WBGene00011860,WBGene00011860,History: N.A.
WBGene00022367,,WBGene00022367,WBGene00022367,History: N.A.
WBGene00003967,,WBGene00003967,WBGene00003967,History: N.A.
WBGene00008750,,WBGene00008750,WBGene00008750,History: N.A.
WBGene00003727,,WBGene00003727,WBGene00003727,History: N.A.
WBGene00019435,,WBGene00019435,WBGene00019435,History: N.A.
WBGene00015704,,WBGene00015704,WBGene00015704,History: Renamed on 2013-04-16
WBGene00020177,,WBGene00020177,WBGene00020177,History: N.A.
WBGene00004875,,WBGene00004875,WBGene00004875,"History: Split into F47G4.14(WBGene00303058). History of WBGene00004875: Split into ""WBGene00303058"" on 2018-03-02"
WBGene00001026,,WBGene00001026,WBGene00001026,History: N.A.
WBGene00001116,,WBGene00001116,WBGene00001116,History: N.A.
WBGene00003407,,WBGene00003407,WBGene00003407,History: N.A.
WBGene00007529,,WBGene00007529,WBGene00007529,History: N.A.
WBGene00006636,,WBGene00006636,WBGene00006636,History: N.A.
WBGene00004038,,WBGene00004038,WBGene00004038,History: N.A.
WBGene00008370,,WBGene00008370,WBGene00008370,History: N.A.
WBGene00016721,,WBGene00016721,WBGene00016721,History: N.A.
WBGene00007583,,WBGene00007583,WBGene00007583,History: N.A.
WBGene00001411,,WBGene00001411,WBGene00001411,History: N.A.
WBGene00019884,,WBGene00019884,WBGene00019884,History: N.A.
WBGene00015569,,WBGene00015569,WBGene00015569,History: N.A.
WBGene00015590,,WBGene00015590,WBGene00015590,History: N.A.
WBGene00003055,,WBGene00003055,WBGene00003055,History: N.A.
WBGene00015684,,WBGene00015684,WBGene00015684,History: N.A.
WBGene00004348,,WBGene00004348,WBGene00004348,History: N.A.
WBGene00012365,,WBGene00012365,WBGene00012365,History: N.A.
WBGene00006759,,WBGene00006759,WBGene00006759,"History: Split into ZK617.26(WBGene00303099). History of WBGene00006759: Split into ""WBGene00303099"" on 2018-03-02"
WBGene00008078,,WBGene00008078,WBGene00008078,History: N.A.
WBGene00007090,,WBGene00007090,WBGene00007090,History: N.A.
WBGene00000936,,WBGene00000936,WBGene00000936,History: N.A.
WBGene00017957,,WBGene00017957,WBGene00017957,History: N.A.
WBGene00019237,,WBGene00019237,WBGene00019237,History: N.A.
WBGene00000022,,WBGene00000022,WBGene00000022,History: N.A.
WBGene00011955,,WBGene00011955,WBGene00011955,History: N.A.
WBGene00000832,,WBGene00000832,WBGene00000832,History: N.A.
WBGene00001345,,WBGene00001345,WBGene00001345,History: Renamed on 2005-09-27
WBGene00011755,,WBGene00011755,WBGene00011755,History: N.A.
WBGene00001515,,WBGene00001515,WBGene00001515,History: Renamed on 2006-10-05
WBGene00023519,,WBGene00023519,WBGene00023519,History: N.A.
WBGene00006784,,WBGene00006784,WBGene00006784,History: N.A.
WBGene00006803,,WBGene00006803,WBGene00006803,History: N.A.
WBGene00016781,,WBGene00016781,WBGene00016781,History: N.A.
WBGene00011531,,WBGene00011531,WBGene00011531,"History: Split into T06D10.8(WBGene00303078). History of WBGene00011531: Split into ""WBGene00303078"" on 2018-03-02"
WBGene00000367,,WBGene00000367,WBGene00000367,History: N.A.
WBGene00007640,,WBGene00007640,WBGene00007640,History: N.A.
WBGene00000218,,WBGene00000218,WBGene00000218,History: N.A.
WBGene00021237,,WBGene00021237,WBGene00021237,History: N.A.
WBGene00019467,,WBGene00019467,WBGene00019467,History: N.A.
WBGene00003970,,WBGene00003970,WBGene00003970,History: N.A.
WBGene00009370,,WBGene00009370,WBGene00009370,History: N.A.
WBGene00012701,,WBGene00012701,WBGene00012701,History: N.A.
WBGene00011209,,WBGene00011209,WBGene00011209,History: N.A.
WBGene00008401,,WBGene00008401,WBGene00008401,History: N.A.
WBGene00000215,,WBGene00000215,WBGene00000215,"History: Split into T18H9.11(WBGene00271820). History of WBGene00000215: Split into ""WBGene00271820"" on 2017-09-21"
WBGene00001637,,WBGene00001637,WBGene00001637,History: N.A.
WBGene00021895,,WBGene00021895,WBGene00021895,History: N.A.
WBGene00016121,,WBGene00016121,WBGene00016121,History: N.A.
WBGene00044144,,WBGene00044144,WBGene00044144,History: N.A.
WBGene00044188,,WBGene00044188,WBGene00044188,History: N.A.
WBGene00020490,,WBGene00020490,WBGene00020490,History: N.A.
WBGene00019737,,WBGene00019737,WBGene00016343,"History: Merged into ""WBGene00016343"" on 2016-02-18"
WBGene00018909,,WBGene00018909,WBGene00018909,History: Renamed on 2010-05-07
WBGene00006604,,WBGene00006604,WBGene00006604,History: N.A.
WBGene00009825,,WBGene00009825,WBGene00009825,History: N.A.
WBGene00043050,,WBGene00043050,WBGene00043050,History: N.A.
WBGene00010266,,WBGene00010266,WBGene00010266,History: N.A.
WBGene00001395,,WBGene00001395,WBGene00001395,History: N.A.
WBGene00006874,,WBGene00006874,WBGene00006874,History: N.A.
WBGene00020322,,WBGene00020322,WBGene00020322,History: N.A.
WBGene00019495,,WBGene00019495,WBGene00019495,History: N.A.
WBGene00019830,,WBGene00019830,WBGene00019830,History: N.A.
WBGene00012356,,WBGene00012356,WBGene00012356,History: N.A.
WBGene00018582,,WBGene00018582,WBGene00018582,History: N.A.
WBGene00006975,,WBGene00006975,WBGene00006975,History: N.A.
WBGene00018520,,WBGene00018520,WBGene00018520,History: N.A.
WBGene00011719,,WBGene00011719,WBGene00011719,History: N.A.
WBGene00022812,,WBGene00022812,WBGene00022812,History: N.A.
WBGene00004762,,WBGene00004762,WBGene00004762,History: N.A.
WBGene00021080,,WBGene00021080,WBGene00021080,History: N.A.
WBGene00002179,,WBGene00002179,WBGene00002179,History: N.A.
WBGene00015188,,WBGene00015188,WBGene00015188,History: N.A.
WBGene00000221,,WBGene00000221,WBGene00000221,"History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
WBGene00015485,,WBGene00015485,WBGene00015485,History: N.A.
WBGene00007746,,WBGene00007746,WBGene00007746,History: N.A.
WBGene00006927,,WBGene00006927,WBGene00006927,History: N.A.
WBGene00018562,,WBGene00018562,WBGene00018562,History: N.A.
WBGene00022139,,WBGene00022139,WBGene00022139,"History: Split into Y71G12A.5(WBGene00303094). History of WBGene00022139: Renamed on 2008-05-02; Split into ""WBGene00303094"" on 2018-03-02"
WBGene00012139,,WBGene00012139,WBGene00012139,History: N.A.
WBGene00007528,,WBGene00007528,WBGene00007528,History: N.A.
WBGene00021983,,WBGene00021983,WBGene00021983,History: N.A.
WBGene00021502,,WBGene00021502,WBGene00021502,History: N.A.
WBGene00019994,,WBGene00019994,WBGene00019994,History: N.A.
WBGene00015206,,WBGene00015206,WBGene00015206,History: N.A.
WBGene00001147,,WBGene00001147,WBGene00001147,History: N.A.
WBGene00017701,,WBGene00017701,WBGene00017701,History: N.A.
WBGene00012337,,WBGene00012337,WBGene00012337,History: N.A.
WBGene00018734,,WBGene00018734,WBGene00018734,History: N.A.
WBGene00018587,,WBGene00018587,WBGene00018587,History: N.A.
WBGene00004148,,WBGene00004148,WBGene00004148,History: N.A.
WBGene00011076,,WBGene00011076,WBGene00011076,History: N.A.
WBGene00009264,,WBGene00009264,WBGene00009264,History: N.A.
WBGene00009172,,WBGene00009172,WBGene00009172,History: N.A.
WBGene00022629,,WBGene00022629,WBGene00022629,History: N.A.
WBGene00003779,,WBGene00003779,WBGene00003779,History: N.A.
WBGene00000212,,WBGene00000212,WBGene00000212,History: N.A.
WBGene00000036,,WBGene00000036,WBGene00000036,"History: Split into Y44E3A.7(WBGene00303088). History of WBGene00000036: Split into ""WBGene00303088"" on 2018-03-02; Renamed on 2019-05-20"
WBGene00007647,,WBGene00007647,WBGene00007647,History: N.A.
WBGene00010925,,WBGene00010925,WBGene00010925,History: N.A.
WBGene00003477,,WBGene00003477,WBGene00003477,History: N.A.
WBGene00021662,,WBGene00021662,WBGene00021662,"History: Split into Y48G1BL.8(WBGene00255594). History of WBGene00021662: Split into ""WBGene00255594"" on 2014-09-03"
WBGene00022659,,WBGene00022659,WBGene00003559,"History: Merged into ""WBGene00003559"" on 2014-09-18"
WBGene00004829,,WBGene00004829,WBGene00004829,History: N.A.
WBGene00018392,,WBGene00018392,WBGene00018392,History: N.A.
WBGene00002239,,WBGene00002239,WBGene00002239,History: N.A.
WBGene00012019,,WBGene00012019,WBGene00012019,History: N.A.
WBGene00022372,,WBGene00022372,WBGene00022372,History: N.A.
WBGene00016423,,WBGene00016423,WBGene00016423,History: N.A.
WBGene00001135,,WBGene00001135,WBGene00001135,"History: Renamed on 2010-04-01; Split into ""WBGene00255687"" on 2015-04-30"
WBGene00017036,,WBGene00017036,WBGene00017036,History: N.A.
WBGene00017758,,WBGene00017758,WBGene00017758,History: N.A.
WBGene00010918,,WBGene00010918,WBGene00010918,History: N.A.
WBGene00004026,,WBGene00004026,WBGene00004026,History: N.A.
WBGene00011407,,WBGene00011407,WBGene00011407,History: N.A.
WBGene00003980,,WBGene00003980,WBGene00003980,History: N.A.
WBGene00012122,,WBGene00012122,WBGene00012122,History: N.A.
WBGene00004202,,WBGene00004202,WBGene00004202,History: N.A.
WBGene00003472,,WBGene00003472,WBGene00003472,History: N.A.
WBGene00001627,,WBGene00001627,WBGene00001627,History: N.A.
WBGene00013985,,WBGene00013985,WBGene00013985,History: Renamed on 2019-09-11
WBGene00011182,,WBGene00011182,WBGene00011182,History: N.A.
WBGene00016585,,WBGene00016585,WBGene00016585,History: N.A.
WBGene00017582,,WBGene00017582,WBGene00017582,History: N.A.
WBGene00020496,,WBGene00020496,WBGene00020496,History: N.A.
WBGene00004135,,WBGene00004135,WBGene00004135,History: N.A.
WBGene00001994,,WBGene00001994,WBGene00001994,"History: Split into F20B6.10(WBGene00303101). History of WBGene00001994: Split into ""WBGene00303101"" on 2018-03-06"
WBGene00001244,,WBGene00001244,WBGene00001244,History: N.A.
WBGene00012675,,WBGene00012675,WBGene00012675,History: N.A.
WBGene00021329,,WBGene00021329,WBGene00021329,History: N.A.
WBGene00011738,,WBGene00011738,WBGene00011738,History: N.A.
WBGene00016495,,WBGene00016495,WBGene00016495,History: N.A.
WBGene00003400,,WBGene00003400,WBGene00003400,History: Renamed on 2006-04-26; Renamed on 2006-04-26
WBGene00006364,,WBGene00006364,WBGene00006364,History: Renamed on 2008-01-14
WBGene00012018,,WBGene00012018,WBGene00012018,History: N.A.
WBGene00009288,,WBGene00009288,WBGene00009288,History: N.A.
WBGene00019872,,WBGene00019872,WBGene00019872,History: N.A.
WBGene00020128,,WBGene00020128,WBGene00020128,History: N.A.
WBGene00020824,,WBGene00020824,WBGene00020824,History: N.A.
WBGene00001112,,WBGene00001112,WBGene00001112,History: N.A.
WBGene00018959,,WBGene00018959,WBGene00018959,History: N.A.
WBGene00000787,,WBGene00000787,WBGene00000787,History: N.A.
WBGene00013248,,WBGene00013248,WBGene00013248,History: N.A.
WBGene00001179,,WBGene00001179,WBGene00001179,History: N.A.
WBGene00011804,,WBGene00011804,WBGene00011804,History: N.A.
WBGene00002999,,WBGene00002999,WBGene00002999,History: N.A.
WBGene00194986,,WBGene00194986,WBGene00194986,History: N.A.
WBGene00008607,,WBGene00008607,WBGene00008607,History: N.A.
WBGene00013247,,WBGene00013247,WBGene00013247,History: N.A.
WBGene00017881,,WBGene00017881,WBGene00017881,History: N.A.
WBGene00004089,,WBGene00004089,WBGene00004089,History: N.A.
WBGene00022039,,WBGene00022039,WBGene00022039,History: N.A.
WBGene00004023,,WBGene00004023,WBGene00004023,History: N.A.
WBGene00004048,,WBGene00004048,WBGene00004048,History: N.A.
WBGene00001933,,WBGene00001933,WBGene00001933,History: N.A.
WBGene00000897,,WBGene00000897,WBGene00000897,History: N.A.
WBGene00004728,,WBGene00004728,WBGene00004728,History: N.A.
WBGene00018227,,WBGene00018227,WBGene00018227,History: N.A.
WBGene00003040,,WBGene00003040,WBGene00003040,History: N.A.
WBGene00008601,,WBGene00008601,WBGene00008601,History: Renamed on 2017-04-05
WBGene00007112,,WBGene00007112,WBGene00007112,History: N.A.
WBGene00007187,,WBGene00007187,WBGene00007187,History: N.A.
WBGene00019932,,WBGene00019932,WBGene00019932,History: N.A.
WBGene00018995,,WBGene00018995,WBGene00018995,History: N.A.
WBGene00020721,,WBGene00020721,WBGene00020721,History: N.A.
WBGene00014300,,WBGene00014300,WBGene00014300,History: N.A.
WBGene00003254,,WBGene00003254,WBGene00003254,History: N.A.
WBGene00017948,,WBGene00017948,WBGene00017948,History: N.A.
WBGene00017803,,WBGene00017803,WBGene00017803,History: N.A.
WBGene00015386,,WBGene00015386,WBGene00015386,History: N.A.
WBGene00022361,,WBGene00022361,WBGene00022361,History: N.A.
WBGene00219271,,WBGene00219271,WBGene00219271,History: N.A.
WBGene00012273,,WBGene00012273,WBGene00012272,"History: Merged into ""WBGene00012272"" on 2017-04-28"
WBGene00021473,,WBGene00021473,WBGene00021473,History: N.A.
WBGene00012191,,WBGene00012191,WBGene00012191,History: N.A.
WBGene00021884,,WBGene00021884,WBGene00021884,History: N.A.
WBGene00219305,,WBGene00219305,WBGene00020955,"History: Merged into ""WBGene00020955"" on 2015-09-09"
WBGene00001115,,WBGene00001115,WBGene00001115,History: N.A.
WBGene00015680,,WBGene00015680,WBGene00015680,History: N.A.
WBGene00015425,,WBGene00015425,WBGene00015425,History: N.A.
WBGene00021752,,WBGene00021752,WBGene00021752,History: N.A.
WBGene00006832,,WBGene00006832,WBGene00006832,History: N.A.
WBGene00020075,,WBGene00020075,WBGene00020075,History: N.A.
WBGene00001516,,WBGene00001516,WBGene00001516,History: N.A.
WBGene00021590,,WBGene00021590,WBGene00021590,"History: Split into ""WBGene00195076"" on 2010-04-22"
WBGene00018857,,WBGene00018857,WBGene00018857,History: N.A.
WBGene00002039,,WBGene00002039,WBGene00002039,History: N.A.
WBGene00012100,,WBGene00012100,WBGene00012100,History: N.A.
WBGene00015229,,WBGene00015229,WBGene00015229,History: N.A.
WBGene00002217,,WBGene00002217,WBGene00002217,History: N.A.
WBGene00001187,,WBGene00001187,WBGene00001187,"History: Split into C48A7.16(WBGene00303046). History of WBGene00001187: Split into ""WBGene00303046"" on 2018-03-02"
WBGene00009560,,WBGene00009560,WBGene00009560,History: N.A.
WBGene00001708,,WBGene00001708,WBGene00001708,History: N.A.
WBGene00020799,,WBGene00020799,WBGene00020799,History: N.A.
WBGene00012202,,WBGene00012202,WBGene00012202,History: N.A.
WBGene00044502,,WBGene00044502,WBGene00044502,History: N.A.
WBGene00006767,,WBGene00006767,WBGene00006767,History: N.A.
WBGene00015470,,WBGene00015470,WBGene00015470,History: N.A.
WBGene00007017,,WBGene00007017,WBGene00007017,History: N.A.
WBGene00013859,,WBGene00013859,WBGene00013859,History: N.A.
WBGene00009259,,WBGene00009259,WBGene00009259,History: N.A.
WBGene00016566,,WBGene00016566,WBGene00016566,History: N.A.
WBGene00010338,,WBGene00010338,WBGene00010338,History: N.A.
WBGene00006876,,WBGene00006876,WBGene00006876,History: Renamed on 2011-07-12
WBGene00013381,,WBGene00013381,WBGene00013381,History: N.A.
WBGene00017773,,WBGene00017773,WBGene00017773,History: N.A.
WBGene00015451,,WBGene00015451,WBGene00015451,History: N.A.
WBGene00007088,,WBGene00007088,WBGene00007088,History: N.A.
WBGene00021239,,WBGene00021239,WBGene00021239,History: N.A.
WBGene00004313,,WBGene00004313,WBGene00004313,History: N.A.
WBGene00004044,,WBGene00004044,WBGene00004044,History: N.A.
WBGene00006633,,WBGene00006633,WBGene00006633,History: N.A.
WBGene00015796,,WBGene00015796,WBGene00015796,History: N.A.
WBGene00006776,,WBGene00006776,WBGene00006776,History: Renamed on 2010-05-19; Renamed on 2010-08-27
WBGene00016662,,WBGene00016662,WBGene00016662,History: N.A.
WBGene00194736,,WBGene00194736,WBGene00194737,"History: Merged into ""WBGene00194737"" on 2015-04-30"
WBGene00002123,,WBGene00002123,WBGene00002123,History: N.A.
WBGene00021909,,WBGene00021909,WBGene00021909,"History: Split into Y55B1BL.2(WBGene00303093). History of WBGene00021909: Split into ""WBGene00303093"" on 2018-03-02"
WBGene00008654,,WBGene00008654,WBGene00008654,History: N.A.
WBGene00016561,,WBGene00016561,WBGene00016561,History: N.A.
WBGene00012124,,WBGene00012124,WBGene00012124,History: N.A.
WBGene00022128,,WBGene00022128,WBGene00022128,History: N.A.
WBGene00013141,,WBGene00013141,WBGene00013141,History: N.A.
WBGene00020897,,WBGene00020897,WBGene00020897,History: N.A.
WBGene00000770,,WBGene00000770,WBGene00000770,History: N.A.
WBGene00003678,,WBGene00003678,WBGene00003678,History: N.A.
WBGene00002210,,WBGene00002210,WBGene00002210,History: N.A.
WBGene00000898,,WBGene00000898,WBGene00000898,History: N.A.
WBGene00012990,,WBGene00012990,WBGene00012990,History: N.A.
WBGene00017608,,WBGene00017608,WBGene00017608,History: N.A.
WBGene00002881,,WBGene00002881,WBGene00002881,History: N.A.
WBGene00015644,,WBGene00015644,WBGene00015644,"History: Split into C09E8.6(WBGene00303037). History of WBGene00015644: Split into ""WBGene00303037"" on 2018-03-02"
WBGene00020577,,WBGene00020577,WBGene00020577,History: N.A.
WBGene00020251,,WBGene00020251,WBGene00020251,History: N.A.
WBGene00020576,,WBGene00020576,WBGene00020576,History: N.A.
WBGene00015008,,WBGene00015008,WBGene00015008,History: N.A.
WBGene00017837,,WBGene00017837,WBGene00017837,"History: Split into F26G1.15(WBGene00270318). History of WBGene00017837: Split into ""WBGene00270318"" on 2016-08-31"
WBGene00018016,,WBGene00018016,WBGene00018016,History: N.A.
WBGene00020131,,WBGene00020131,WBGene00020131,History: N.A.
WBGene00020418,,WBGene00020418,WBGene00020418,History: N.A.
WBGene00006490,,WBGene00006490,WBGene00006490,History: Renamed on 2012-12-21
WBGene00007460,,WBGene00007460,WBGene00007460,History: N.A.
WBGene00007943,,WBGene00007943,WBGene00007943,History: N.A.
WBGene00013035,,WBGene00013035,WBGene00013035,History: N.A.
WBGene00000911,,WBGene00000911,WBGene00000911,History: N.A.
WBGene00015987,,WBGene00015987,WBGene00015987,History: N.A.
WBGene00011965,,WBGene00011965,WBGene00011965,History: N.A.
WBGene00017887,,WBGene00017887,WBGene00017887,History: N.A.
WBGene00016332,,WBGene00016332,WBGene00016332,History: N.A.
WBGene00010350,,WBGene00010350,WBGene00010350,History: N.A.
WBGene00003404,,WBGene00003404,WBGene00003404,History: N.A.
WBGene00010449,,WBGene00010449,WBGene00010449,History: N.A.
WBGene00018681,,WBGene00018681,WBGene00018681,History: N.A.
WBGene00008265,,WBGene00008265,WBGene00008265,History: N.A.
WBGene00021036,,WBGene00021036,WBGene00021036,"History: Merged into ""WBGene00019363"" on 2004-12-23; Resurrected on 2005-09-13. History of Dead gene WBGene00019363: Killed on 2005-09-13; Merged into ""WBGene00021036"" on 2005-09-13. Remark: Killed in favour of W05F2.4 (WBGene00021036) which has an isoform (W05F2.4b) located entirely in clone W05F2 and therefore should be named with respect to the clone in which it appears."
WBGene00020280,,WBGene00020280,WBGene00020280,History: N.A.
WBGene00004056,,WBGene00004056,WBGene00004056,History: N.A.
WBGene00012231,,WBGene00012231,WBGene00012231,History: N.A.
WBGene00009552,,WBGene00009552,WBGene00009552,History: N.A.
WBGene00235164,,WBGene00235164,WBGene00235164,History: N.A.
WBGene00022697,,WBGene00022697,WBGene00022697,History: N.A.
WBGene00006923,,WBGene00006923,WBGene00006923,History: N.A.
WBGene00011028,,WBGene00011028,WBGene00011028,History: N.A.
WBGene00007331,,WBGene00007331,WBGene00007331,History: N.A.
WBGene00005712,,WBGene00005712,WBGene00005712,History: N.A.
WBGene00003107,,WBGene00003107,WBGene00003107,History: N.A.
WBGene00001745,,WBGene00001745,WBGene00001745,History: N.A.
WBGene00006788,,WBGene00006788,WBGene00006788,History: N.A.
WBGene00021658,,WBGene00021658,WBGene00021658,History: N.A.
WBGene00008692,,WBGene00008692,WBGene00008692,History: N.A.
WBGene00018854,,WBGene00018854,WBGene00018854,"History: Split into F55A4.13(WBGene00303062). History of WBGene00018854: Split into ""WBGene00303062"" on 2018-03-02"
WBGene00007070,,WBGene00007070,WBGene00007070,"History: Split into AC3.9(WBGene00044022). History of WBGene00007070: Split into ""WBGene00044022"" on 2004-12-13"
WBGene00017419,,WBGene00017419,WBGene00017419,History: N.A.
WBGene00009448,,WBGene00009448,WBGene00009448,History: N.A.
WBGene00013446,,WBGene00013446,WBGene00013446,History: N.A.
WBGene00016030,,WBGene00016030,WBGene00016030,History: N.A.
WBGene00021365,,WBGene00021365,WBGene00021365,History: N.A.
WBGene00022666,,WBGene00022666,WBGene00022666,History: N.A.
WBGene00020914,,WBGene00020914,WBGene00020914,History: N.A.
WBGene00022635,,WBGene00022635,WBGene00022635,History: N.A.
WBGene00007752,,WBGene00007752,WBGene00007752,"History: Split into C26H9A.4(WBGene00303042). History of WBGene00007752: Split into ""WBGene00303042"" on 2018-03-02"
WBGene00017160,,WBGene00017160,WBGene00017160,History: N.A.
