gene_id,class,description,hrde-1 input,wago-1 input,HRDE-1 IP,WAGO-1 IP,HRDE-1 IP/input,WAGO-1 IP/input,IP Enrichment,Input,Suggested Match,History
ZK1225.3,wago,,20.73,21.27,23.8,28.29,1.15,1.33,WAGO-1,ZK1225.3,,Sequence name for Suppressed gene WBGene00014237. Molecular name for Suppressed gene WBGene00014237. Public name for Suppressed gene WBGene00014237. History of WBGene00014237: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000140,wago,,24.26,24.99,27.79,33.24,1.15,1.33,WAGO-1,,,
F15E11.10,wago,srbc-15,24.42,25.17,27.98,33.44,1.15,1.33,WAGO-1,F15E11.10,WBGene00017496,Sequence name for WBGene00017496(srbc-15). History: N.A.
WBTransposon00000165,wago,,24.29,25.11,27.98,33.34,1.15,1.33,WAGO-1,,,
WBTransposon00000185,wago,,24.26,25.06,27.83,33.27,1.15,1.33,WAGO-1,,,
WBTransposon00000187,wago,,24.35,25.25,27.94,33.4,1.15,1.32,WAGO-1,,,
WBTransposon00000186,wago,,22.8,23.87,26.34,31.34,1.15,1.31,WAGO-1,,,
C30G4.4,wago,,24.21,25.18,27.92,32.99,1.15,1.31,WAGO-1,C30G4.4,WBGene00016269,Public name for WBGene00016269. History: N.A.
F31D5.1,wago,,7.31,6.72,8.3,20.78,1.14,3.09,WAGO-1,F31D5.1,WBGene00017944,Public name for WBGene00017944. History: N.A.
F28B4.1,wago,,9.16,8.43,10.4,24.96,1.14,2.96,WAGO-1,F28B4.1,WBGene00017890,Public name for WBGene00017890. History: N.A.
F58H7.5,wago,,997.99,1119.36,1134.78,2135.21,1.14,1.91,WAGO-1,F58H7.5,WBGene00019070,Public name for WBGene00019070. History: N.A.
T05G5.1,wago,,62.16,61.13,70.71,116.07,1.14,1.9,WAGO-1,T05G5.1,WBGene00011498,Public name for WBGene00011498. History: N.A.
WBTransposon00000423,wago,,17.32,19.03,19.78,35.19,1.14,1.85,WAGO-1,,,
T26C12.4,wago,gcy-23,27.04,28.39,30.82,52.15,1.14,1.84,WAGO-1,T26C12.4,WBGene00001548,Sequence name for WBGene00001548(gcy-23). History: N.A.
C47E8.4,csr,,42.61,46.55,48.68,75.96,1.14,1.63,WAGO-1,C47E8.4,WBGene00008143,Public name for WBGene00008143. History: N.A.
W02H5.10,wago,,29.59,28.3,33.7,40.05,1.14,1.42,WAGO-1,W02H5.10,WBGene00194896,"Public name for Dead gene WBGene00044522. History of WBGene00044522: Merged into ""WBGene00194896"" on 2016-07-04"
W02H5.12,wago,,29.59,28.3,33.7,40.05,1.14,1.42,WAGO-1,W02H5.12,WBGene00206511,"Public name for Dead gene WBGene00194904. History of WBGene00194904: Merged into ""WBGene00206511"" on 2015-09-09"
WBTransposon00000198,wago,,22.83,23.22,26.07,31.12,1.14,1.34,WAGO-1,,,
WBTransposon00000195,wago,,22.88,23.24,26.18,31.14,1.14,1.34,WAGO-1,,,
WBTransposon00000152,wago,,23.75,24.36,27.09,32.6,1.14,1.34,WAGO-1,,,
Y57E12AL.3,wago,,24.15,24.79,27.63,33.17,1.14,1.34,WAGO-1,Y57E12AL.3,WBGene00023382,Public name for WBGene00023382. History: N.A.
WBTransposon00000191,wago,,24.4,24.89,27.8,33.23,1.14,1.33,WAGO-1,,,
WBTransposon00000150,wago,,24.31,24.93,27.75,33.29,1.14,1.33,WAGO-1,,,
WBTransposon00000175,wago,,24.27,25.0,27.76,33.37,1.14,1.33,WAGO-1,,,
F56A4.3,wago,,25.08,25.7,28.65,34.25,1.14,1.33,WAGO-1,F56A4.3,WBGene00018911,Public name for WBGene00018911. History: N.A.
WBTransposon00000189,wago,,24.36,25.1,27.85,33.44,1.14,1.33,WAGO-1,,,
WBTransposon00000157,wago,,24.36,25.09,27.86,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000144,wago,,24.28,25.03,27.79,33.33,1.14,1.33,WAGO-1,,,
WBTransposon00000197,wago,,24.37,25.11,27.9,33.42,1.14,1.33,WAGO-1,,,
WBTransposon00000139,wago,,24.37,25.11,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000146,wago,,24.37,25.11,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000177,wago,,24.37,25.11,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000192,wago,,24.37,25.11,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000136,wago,,24.38,25.06,27.85,33.35,1.14,1.33,WAGO-1,,,
WBTransposon00000176,wago,,24.39,25.12,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000137,wago,,24.37,25.12,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000158,wago,,24.37,25.12,27.9,33.43,1.14,1.33,WAGO-1,,,
WBTransposon00000159,wago,,24.4,25.14,27.93,33.44,1.14,1.33,WAGO-1,,,
WBTransposon00000155,wago,,24.26,25.1,27.75,33.37,1.14,1.33,WAGO-1,,,
WBTransposon00000156,wago,,24.26,25.1,27.75,33.37,1.14,1.33,WAGO-1,,,
WBTransposon00000171,wago,,24.42,25.16,27.96,33.45,1.14,1.33,WAGO-1,,,
WBTransposon00000142,wago,,23.83,24.43,27.12,32.26,1.14,1.32,WAGO-1,,,
WBTransposon00000168,wago,,24.27,25.05,27.7,33.05,1.14,1.32,WAGO-1,,,
WBTransposon00000138,wago,,24.24,25.19,27.74,33.22,1.14,1.32,WAGO-1,,,
ZK250.6,wago,math-48,324.57,332.49,370.96,438.54,1.14,1.32,WAGO-1,ZK250.6,WBGene00022689,"Sequence name for WBGene00022689(math-48). History: Split into ZK250.14(WBGene00235354), ZK250.15(WBGene00235355). History of WBGene00022689: Split into ""WBGene00235354"" on 2013-09-27; Split into ""WBGene00235355"" on 2013-09-27"
WBTransposon00000164,wago,,23.69,24.38,26.98,32.11,1.14,1.32,WAGO-1,,,
R08F11.6,wago,fpn-1.3,24.48,25.32,27.93,33.28,1.14,1.31,WAGO-1,R08F11.6,WBGene00019969,Sequence name for WBGene00019969(fpn-1.3). History: N.A.
C29E6.2,wago,trpa-1,24.26,24.97,27.54,32.55,1.14,1.3,WAGO-1,C29E6.2,WBGene00007801,Sequence name for WBGene00007801(trpa-1). History: N.A.
WBTransposon00000196,wago,,22.41,22.96,25.46,29.9,1.14,1.3,WAGO-1,,,
C33C12.11,wago,,17.43,17.45,19.62,41.44,1.13,2.38,WAGO-1,C33C12.11,WBGene00044360,Public name for WBGene00044360. History: N.A.
W08F4.9,wago,fbxb-14,2111.06,2169.59,2386.58,4719.78,1.13,2.18,WAGO-1,W08F4.9,WBGene00021098,Sequence name for WBGene00021098(fbxb-14). History: N.A.
M163.3,wago,his-24,2634.91,2727.15,2967.4,5499.23,1.13,2.02,WAGO-1,M163.3,WBGene00001898,Sequence name for WBGene00001898(his-24). History: Renamed on 2010-11-12
F41G4.7,wago,,967.95,1024.72,1090.69,1878.24,1.13,1.83,WAGO-1,F41G4.7,WBGene00018310,"Public name for WBGene00018310. History: Split into F41G4.13(WBGene00304806). History of WBGene00018310: Split into ""WBGene00304806"" on 2019-05-20"
C39F7.5,wago,,37.8,37.78,42.88,66.68,1.13,1.76,WAGO-1,C39F7.5,WBGene00016540,Public name for WBGene00016540. History: N.A.
F29C12.1,wago,pqn-32,20.07,19.76,22.63,34.47,1.13,1.74,WAGO-1,F29C12.1,WBGene00004120,Sequence name for WBGene00004120(pqn-32). History: N.A.
C15C8.7,wago,,18.85,20.21,21.27,32.36,1.13,1.6,WAGO-1,C15C8.7,WBGene00007609,Public name for WBGene00007609. History: N.A.
WBTransposon00000179,wago,,49.16,50.36,55.61,79.83,1.13,1.59,WAGO-1,,,
ZC239.6,wago,,12.64,11.45,14.29,17.75,1.13,1.55,WAGO-1,ZC239.6,WBGene00022569,Public name for WBGene00022569. History: N.A.
Y18D10A.21,wago,,13.46,14.22,15.24,20.69,1.13,1.46,WAGO-1,Y18D10A.21,WBGene00012486,Public name for WBGene00012486. History: N.A.
C08F1.9,wago,,18.26,18.52,20.56,26.57,1.13,1.43,WAGO-1,C08F1.9,,Sequence name for Suppressed gene WBGene00015612. Molecular name for Suppressed gene WBGene00015612. Public name for Suppressed gene WBGene00015612. History of WBGene00015612: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
WBTransposon00000151,wago,,24.8,25.07,27.94,33.69,1.13,1.34,WAGO-1,,,
WBTransposon00000148,wago,,23.89,24.41,27.07,32.65,1.13,1.34,WAGO-1,,,
F11D11.13,wago,,24.98,25.39,28.13,33.91,1.13,1.34,WAGO-1,F11D11.13,WBGene00045363,Public name for WBGene00045363. History: N.A.
ZC132.7,wago,srh-192,22.51,23.09,25.53,29.95,1.13,1.3,WAGO-1,ZC132.7,WBGene00005405,Sequence name for WBGene00005405(srh-192). History: N.A.
F54E4.1,wago,rbc-1,42.27,52.5,47.41,164.83,1.12,3.14,WAGO-1,F54E4.1,WBGene00004313,Sequence name for WBGene00004313(rbc-1). History: N.A.
C16C8.11,wago,,41.84,47.77,46.86,129.05,1.12,2.7,WAGO-1,C16C8.11,WBGene00015849,Public name for WBGene00015849. History: N.A.
Y105E8A.28,wago,,2575.14,2696.46,2876.87,5446.26,1.12,2.02,WAGO-1,Y105E8A.28,WBGene00013685,Public name for WBGene00013685. History: N.A.
H25P06.4,wago,,24.09,24.96,26.91,47.04,1.12,1.89,WAGO-1,H25P06.4,WBGene00010417,"Sequence name for WBGene00010417(clpr-3). History: Split into H25P06.5(WBGene00219319). History of WBGene00010417: Split into ""WBGene00219319"" on 2011-11-29"
F29C4.5,wago,duo-2,279.5,284.15,313.88,521.49,1.12,1.84,WAGO-1,F29C4.5,WBGene00001111,Sequence name for WBGene00001111(duo-2). History: N.A.
B0035.16,wago,,16.05,17.69,17.94,30.33,1.12,1.71,WAGO-1,B0035.16,WBGene00007114,Sequence name for WBGene00007114(mttu-1). History: N.A.
K03H6.5,wago,,25.65,24.7,28.86,40.73,1.12,1.65,WAGO-1,K03H6.5,WBGene00019370,Public name for WBGene00019370. History: N.A.
C07H6.2,csr,,10.71,11.63,12.04,18.32,1.12,1.57,WAGO-1,C07H6.2,WBGene00015579,Public name for WBGene00015579. History: N.A.
Y38F2AL.5,wago,nhr-236,67.22,63.7,75.01,98.22,1.12,1.54,WAGO-1,Y38F2AL.5,WBGene00021417,Sequence name for WBGene00021417(nhr-236). History: N.A.
Y71F9B.16,csr,dnj-30,24.45,29.95,27.35,42.99,1.12,1.44,WAGO-1,Y71F9B.16,WBGene00001048,Sequence name for WBGene00001048(dnj-30). History: N.A.
F47G9.4,wago,,27.01,27.56,30.17,38.65,1.12,1.4,WAGO-1,F47G9.4,WBGene00009831,Public name for WBGene00009831. History: N.A.
T22F3.12,wago,,153.38,153.88,171.5,213.07,1.12,1.38,WAGO-1,T22F3.12,WBGene00044705,Public name for WBGene00044705. History: N.A.
H28G03.5,wago,,23.26,23.64,26.04,31.11,1.12,1.32,WAGO-1,H28G03.5,WBGene00023313,Public name for WBGene00023313. History: N.A.
Y71G12B.30,wago,,7.91,6.68,8.75,17.62,1.11,2.64,WAGO-1,Y71G12B.30,WBGene00044347,Public name for WBGene00044347. History: N.A.
F26G5.9,csr,tam-1,201.63,232.84,224.44,443.5,1.11,1.9,WAGO-1,F26G5.9,WBGene00006523,Sequence name for WBGene00006523(tam-1). History: N.A.
C05D10.2,wago,,17.09,16.97,18.97,26.73,1.11,1.58,WAGO-1,C05D10.2,WBGene00015478,Sequence name for WBGene00015478(mapk-15). History: Renamed on 2018-05-24
R151.5,wago,dpy-31,320.23,313.4,354.48,460.63,1.11,1.47,WAGO-1,R151.5,WBGene00006592,Sequence name for WBGene00006592(dpy-31). History: Renamed on 2005-06-13
WBTransposon00000199,wago,,23.21,23.25,25.86,31.39,1.11,1.35,WAGO-1,,,
T12B5.6,wago,fbxa-55,26.22,27.05,29.14,35.11,1.11,1.3,WAGO-1,T12B5.6,WBGene00020453,Sequence name for WBGene00020453(fbxa-55). History: N.A.
Y39B6A.46,wago,ztf-20,13.18,15.69,14.55,38.85,1.1,2.48,WAGO-1,Y39B6A.46,WBGene00012702,Sequence name for WBGene00012702(ztf-20). History: N.A.
F02D10.7,wago,set-8,24.21,24.09,26.63,49.28,1.1,2.05,WAGO-1,F02D10.7,WBGene00008527,Sequence name for WBGene00008527(set-8). History: N.A.
Y54E10BL.5,wago,nduf-5,10.53,12.16,11.58,23.34,1.1,1.92,WAGO-1,Y54E10BL.5,WBGene00021839,Sequence name for WBGene00021839(nduf-5). History: N.A.
Y51H4A.28,wago,,11.59,13.51,12.71,24.69,1.1,1.83,WAGO-1,Y51H4A.28,WBGene00000709,Sequence name for WBGene00000709(col-136). History: N.A.
C41C4.4,wago,ire-1,49.75,56.31,54.51,99.98,1.1,1.78,WAGO-1,C41C4.4,WBGene00002147,Sequence name for WBGene00002147(ire-1). History: N.A.
C08H9.16,csr,,25.46,27.0,28.11,45.67,1.1,1.69,WAGO-1,C08H9.16,WBGene00086566,Public name for WBGene00086566. History: N.A.
Y56A3A.28,wago,,37.59,40.12,41.25,64.45,1.1,1.61,WAGO-1,Y56A3A.28,WBGene00013240,Public name for WBGene00013240. History: N.A.
ZK563.2,wago,,25.15,24.78,27.66,35.57,1.1,1.44,WAGO-1,ZK563.2,WBGene00022767,Public name for WBGene00022767. History: N.A.
F56A6.2,wago,hum-7,152.76,155.46,168.03,221.21,1.1,1.42,WAGO-1,F56A6.2,WBGene00002040,Sequence name for WBGene00002040(hum-7). History: N.A.
Y51H4A.8,wago,,25.11,25.83,27.73,34.18,1.1,1.32,WAGO-1,Y51H4A.8,WBGene00013104,Public name for WBGene00013104. History: N.A.
ZK1225.10,wago,,25.06,24.73,27.66,32.57,1.1,1.32,WAGO-1,ZK1225.10,WBGene00044714,Public name for WBGene00044714. History: N.A.
Y39A1A.1,csr,epg-6,68.65,82.72,75.24,108.67,1.1,1.31,WAGO-1,Y39A1A.1,WBGene00012641,Sequence name for WBGene00012641(epg-6). History: N.A.
ZK742.6,wago,,23.43,22.22,25.7,28.96,1.1,1.3,WAGO-1,ZK742.6,WBGene00045277,Public name for WBGene00045277. History: N.A.
Y56A3A.1,csr,ntl-3,121.76,132.95,132.41,387.45,1.09,2.91,WAGO-1,Y56A3A.1,WBGene00003826,Sequence name for WBGene00003826(ntl-3). History: N.A.
B0250.8,wago,,2687.9,2748.18,2932.07,6722.89,1.09,2.45,WAGO-1,B0250.8,WBGene00007125,Public name for WBGene00007125. History: N.A.
T23C6.1,csr,mdt-1.2,9.93,11.93,10.87,24.83,1.09,2.08,WAGO-1,T23C6.1,WBGene00007011,Sequence name for WBGene00007011(mdt-1.2). History: N.A.
T23B12.10,wago,,1561.85,1622.48,1701.09,2913.75,1.09,1.8,WAGO-1,T23B12.10,,Sequence name for Suppressed gene WBGene00020724. Molecular name for Suppressed gene WBGene00020724. Public name for Suppressed gene WBGene00020724. History of WBGene00020724: Suppressed on 2007-07-26. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
F52A8.6,wago,,42.58,51.61,46.35,91.56,1.09,1.77,WAGO-1,F52A8.6,WBGene00009919,Sequence name for WBGene00009919(kbrl-1). History: N.A.
C44B12.7,wago,,149.41,152.1,163.54,251.52,1.09,1.65,WAGO-1,C44B12.7,,Sequence name for Suppressed gene WBGene00016640. Molecular name for Suppressed gene WBGene00016640. Public name for Suppressed gene WBGene00016640. History of WBGene00016640: Killed on 2005-11-21; Suppressed on 2012-11-14. Remark: This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene.
C17H12.2,wago,,42.88,48.25,46.86,65.51,1.09,1.36,WAGO-1,C17H12.2,WBGene00015928,Public name for WBGene00015928. History: N.A.
WBTransposon00000162,wago,,25.74,25.63,28.14,34.29,1.09,1.34,WAGO-1,,,
T02G5.11,csr,,142.44,143.83,154.9,187.18,1.09,1.3,WAGO-1,T02G5.11,WBGene00020167,Public name for WBGene00020167. History: N.A.
T02G5.11,wago,,142.44,143.83,154.9,187.18,1.09,1.3,WAGO-1,T02G5.11,WBGene00020167,Public name for WBGene00020167. History: N.A.
C26C6.5,wago,dcp-66,47.79,57.8,51.83,268.89,1.08,4.65,WAGO-1,C26C6.5,WBGene00000938,Sequence name for WBGene00000938(dcp-66). History: N.A.
C40H1.1,wago,cpb-1,60.25,65.63,64.91,259.08,1.08,3.95,WAGO-1,C40H1.1,WBGene00000770,Sequence name for WBGene00000770(cpb-1). History: N.A.
C44B9.1,wago,,23.15,21.22,25.04,71.27,1.08,3.36,WAGO-1,C44B9.1,WBGene00008078,Sequence name for WBGene00008078(vps-50). History: N.A.
ZC15.4,wago,,911.57,947.42,988.75,2163.18,1.08,2.28,WAGO-1,ZC15.4,WBGene00014977,Public name for WBGene00014977. History: N.A.
F44G4.2,wago,,15.29,14.06,16.54,30.88,1.08,2.2,WAGO-1,F44G4.2,WBGene00009712,Public name for WBGene00009712. History: N.A.
W07G4.3,wago,,42.47,50.94,45.73,111.6,1.08,2.19,WAGO-1,W07G4.3,WBGene00012337,Sequence name for WBGene00012337(scyl-1). History: N.A.
T28F2.5,wago,ccb-1,22.28,20.9,23.98,43.42,1.08,2.08,WAGO-1,T28F2.5,WBGene00000368,Sequence name for WBGene00000368(ccb-1). History: Renamed on 2015-03-05
F59B2.5,wago,rpn-6.2,21.29,23.72,22.98,43.4,1.08,1.83,WAGO-1,F59B2.5,WBGene00010309,"Sequence name for WBGene00010309(rpn-6.2). History: Split into F59B2.15(WBGene00185006). History of WBGene00010309: Split into ""WBGene00185006"" on 2009-02-27"
T10G3.6,csr,gut-2,12.85,11.41,13.9,19.36,1.08,1.7,WAGO-1,T10G3.6,WBGene00001808,Sequence name for WBGene00001808(gut-2). History: N.A.
B0205.5,wago,,57.39,54.59,61.82,73.77,1.08,1.35,WAGO-1,B0205.5,WBGene00015020,Public name for WBGene00015020. History: N.A.
WBTransposon00000062,wago,,132.34,130.16,142.77,170.54,1.08,1.31,WAGO-1,,,
WBTransposon00000070,wago,,131.2,128.6,141.58,168.48,1.08,1.31,WAGO-1,,,
WBTransposon00000066,wago,,133.31,130.7,143.31,171.08,1.08,1.31,WAGO-1,,,
WBTransposon00000071,wago,,133.31,130.74,143.32,171.1,1.08,1.31,WAGO-1,,,
WBTransposon00000064,wago,,133.35,130.93,143.39,171.34,1.08,1.31,WAGO-1,,,
WBTransposon00000056,wago,,134.08,131.79,144.38,172.35,1.08,1.31,WAGO-1,,,
WBTransposon00000061,wago,,133.94,131.34,144.03,171.77,1.08,1.31,WAGO-1,,,
WBTransposon00000058,wago,,130.37,128.4,140.17,167.81,1.08,1.31,WAGO-1,,,
F38A1.1,wago,clec-170,135.58,134.24,146.96,175.26,1.08,1.31,WAGO-1,F38A1.1,WBGene00009515,Sequence name for WBGene00009515(clec-170). History: N.A.
WBTransposon00000069,wago,,133.89,131.76,144.25,171.68,1.08,1.3,WAGO-1,,,
WBTransposon00000052,wago,,132.07,130.67,142.36,169.75,1.08,1.3,WAGO-1,,,
F28B3.4,wago,,33.11,36.48,35.43,102.36,1.07,2.81,WAGO-1,F28B3.4,WBGene00017885,Sequence name for WBGene00017885(dip-2). History: N.A.
ZK836.3,wago,,12.43,12.6,13.28,24.51,1.07,1.94,WAGO-1,ZK836.3,WBGene00014099,Public name for WBGene00014099. History: N.A.
Y54G9A.5,csr,,18.7,21.93,19.95,41.27,1.07,1.88,WAGO-1,Y54G9A.5,WBGene00013208,Public name for WBGene00013208. History: N.A.
F55A3.6,wago,,348.43,331.88,374.48,531.89,1.07,1.6,WAGO-1,F55A3.6,WBGene00018851,Public name for WBGene00018851. History: N.A.
B0047.1,wago,bath-20,2806.15,2844.73,3012.1,4422.09,1.07,1.55,WAGO-1,B0047.1,WBGene00015012,Sequence name for WBGene00015012(bath-20). History: N.A.
C38D4.7,wago,,432.67,414.96,461.42,624.7,1.07,1.51,WAGO-1,C38D4.7,WBGene00008007,Public name for WBGene00008007. History: N.A.
C27F2.1,wago,,46.33,46.31,49.43,69.07,1.07,1.49,WAGO-1,C27F2.1,WBGene00016165,Sequence name for WBGene00016165(wdr-60). History: N.A.
F55C7.7,csr,unc-73,11.74,12.7,12.62,17.69,1.07,1.39,WAGO-1,F55C7.7,WBGene00006805,Sequence name for WBGene00006805(unc-73). History: Renamed on 2015-03-04
Y76B12C.6,csr,,83.4,90.94,88.93,123.84,1.07,1.36,WAGO-1,Y76B12C.6,WBGene00022300,Public name for WBGene00022300. History: N.A.
K08A2.5,wago,nhr-88,132.5,129.49,142.19,171.21,1.07,1.32,WAGO-1,K08A2.5,WBGene00003678,Sequence name for WBGene00003678(nhr-88). History: N.A.
WBTransposon00000060,wago,,133.09,130.49,142.9,171.04,1.07,1.31,WAGO-1,,,
WBTransposon00000063,wago,,133.22,130.72,143.18,171.24,1.07,1.31,WAGO-1,,,
WBTransposon00000072,wago,,132.86,130.1,142.57,170.18,1.07,1.31,WAGO-1,,,
ZK262.6,wago,srw-83,131.23,127.96,140.4,167.14,1.07,1.31,WAGO-1,ZK262.6,WBGene00005830,Sequence name for WBGene00005830(srw-83). History: N.A.
WBTransposon00000065,wago,,132.29,128.49,140.92,167.4,1.07,1.3,WAGO-1,,,
T12G3.8,wago,bre-5,11.18,10.74,11.88,26.75,1.06,2.49,WAGO-1,T12G3.8,WBGene00000270,Sequence name for WBGene00000270(bre-5). History: N.A.
Y74C9A.5,wago,sesn-1,15.49,17.47,16.48,43.08,1.06,2.47,WAGO-1,Y74C9A.5,WBGene00022279,Sequence name for WBGene00022279(sesn-1). History: N.A.
Y67D8C.6,wago,,1309.75,1315.28,1389.34,3233.36,1.06,2.46,WAGO-1,Y67D8C.6,WBGene00022070,Public name for WBGene00022070. History: N.A.
F55C10.2,wago,col-154,30.32,30.74,32.12,66.87,1.06,2.18,WAGO-1,F55C10.2,WBGene00000727,Sequence name for WBGene00000727(col-154). History: N.A.
T05A7.4,wago,hmg-11,1928.77,1899.69,2045.64,3956.36,1.06,2.08,WAGO-1,T05A7.4,WBGene00001976,Sequence name for WBGene00001976(hmg-11). History: N.A.
T04C10.4,wago,atf-5,68.14,58.32,72.4,92.6,1.06,1.59,WAGO-1,T04C10.4,WBGene00000221,"Sequence name for WBGene00000221(atf-4). History: Split into T04C10.11(WBGene00303075). History of WBGene00000221: Split into ""WBGene00303075"" on 2018-03-02; Renamed on 2019-07-15"
T06D8.2,wago,,36.09,34.2,38.21,54.09,1.06,1.58,WAGO-1,T06D8.2,WBGene00011523,Public name for WBGene00011523. History: N.A.
Y17G9B.4,wago,,20.28,21.48,21.43,33.38,1.06,1.55,WAGO-1,Y17G9B.4,WBGene00021201,Public name for WBGene00021201. History: N.A.
Y48A6B.8,wago,,55.44,52.67,58.64,78.1,1.06,1.48,WAGO-1,Y48A6B.8,WBGene00012969,Public name for WBGene00012969. History: N.A.
Y7A5A.3,wago,,26.78,25.9,28.4,35.44,1.06,1.37,WAGO-1,Y7A5A.3,WBGene00012409,"Public name for WBGene00012409. History: Split into Y7A5A.24(WBGene00304823). History of WBGene00012409: Split into ""WBGene00304823"" on 2019-07-25"
WBTransposon00000073,wago,,130.29,126.46,138.21,166.5,1.06,1.32,WAGO-1,,,
Y73B3A.5,wago,elk-2,48.99,47.41,51.41,92.04,1.05,1.94,WAGO-1,Y73B3A.5,WBGene00022207,Sequence name for WBGene00022207(elk-2). History: N.A.
Y56A3A.7,wago,,50.71,50.54,53.43,87.44,1.05,1.73,WAGO-1,Y56A3A.7,WBGene00013228,Public name for WBGene00013228. History: N.A.
Y71D11A.3,wago,,34.36,34.71,35.98,46.84,1.05,1.35,WAGO-1,Y71D11A.3,WBGene00022104,Sequence name for WBGene00022104(acsd-1). History: N.A.
Y105E8B.1,wago,lev-11,21.74,22.48,22.66,72.62,1.04,3.23,WAGO-1,Y105E8B.1,WBGene00002978,Sequence name for WBGene00002978(lev-11). History: N.A.
M02F4.9,wago,,241.16,243.62,251.93,706.43,1.04,2.9,WAGO-1,M02F4.9,WBGene00019739,Public name for WBGene00019739. History: N.A.
F35G12.5,wago,,39.55,42.81,41.15,98.31,1.04,2.3,WAGO-1,F35G12.5,WBGene00009442,Public name for WBGene00009442. History: N.A.
F55C10.3,wago,col-155,28.01,27.95,29.14,60.29,1.04,2.16,WAGO-1,F55C10.3,WBGene00000728,Sequence name for WBGene00000728(col-155). History: N.A.
F22E12.1,wago,,14.26,16.22,14.86,30.73,1.04,1.89,WAGO-1,F22E12.1,WBGene00009058,Public name for WBGene00009058. History: N.A.
Y104H12D.1,csr,mdt-20,11.9,14.29,12.32,22.0,1.04,1.54,WAGO-1,Y104H12D.1,WBGene00007020,Sequence name for WBGene00007020(mdt-20). History: N.A.
F42H11.2,csr,lem-3,110.33,118.16,115.23,179.86,1.04,1.52,WAGO-1,F42H11.2,WBGene00002276,Sequence name for WBGene00002276(lem-3). History: N.A.
Y54E5B.1,wago,smp-1,44.35,41.25,45.51,133.7,1.03,3.24,WAGO-1,Y54E5B.1,WBGene00004889,Sequence name for WBGene00004889(smp-1). History: N.A.
C33C12.8,wago,,9.06,7.47,9.29,22.5,1.03,3.01,WAGO-1,C33C12.8,WBGene00016340,Sequence name for WBGene00016340(gba-2). History: N.A.
T19B4.7,wago,unc-40,120.05,125.97,124.16,337.84,1.03,2.68,WAGO-1,T19B4.7,WBGene00006776,Sequence name for WBGene00006776(unc-40). History: Renamed on 2010-05-19; Renamed on 2010-08-27
F47B7.6,wago,,293.33,290.56,301.03,753.13,1.03,2.59,WAGO-1,F47B7.6,WBGene00018537,Public name for WBGene00018537. History: N.A.
Y51A2D.17,csr,nhr-70,7.91,9.03,8.11,19.22,1.03,2.13,WAGO-1,Y51A2D.17,WBGene00003660,Sequence name for WBGene00003660(nhr-70). History: N.A.
C32A3.1,csr,sel-8,17.75,16.04,18.21,33.83,1.03,2.11,WAGO-1,C32A3.1,WBGene00004765,Sequence name for WBGene00004765(sel-8). History: N.A.
F32E10.5,csr,,31.93,33.95,32.94,70.02,1.03,2.06,WAGO-1,F32E10.5,WBGene00017992,Public name for WBGene00017992. History: N.A.
Y50D4A.4,csr,,19.74,23.11,20.25,45.69,1.03,1.98,WAGO-1,Y50D4A.4,WBGene00021738,Public name for WBGene00021738. History: N.A.
T08E11.4,wago,math-41,31.65,29.87,32.49,46.21,1.03,1.55,WAGO-1,T08E11.4,WBGene00020360,Sequence name for WBGene00020360(math-41). History: N.A.
Y71F9AR.1,wago,bam-2,17.12,15.8,17.59,24.25,1.03,1.53,WAGO-1,Y71F9AR.1,WBGene00000237,Sequence name for WBGene00000237(bam-2). History: N.A.
Y61A9LA.4,wago,,83.3,76.92,85.78,109.54,1.03,1.42,WAGO-1,Y61A9LA.4,WBGene00022016,Public name for WBGene00022016. History: N.A.
C04A2.3,csr,egl-27,82.32,93.09,84.96,129.88,1.03,1.4,WAGO-1,C04A2.3,WBGene00001194,Sequence name for WBGene00001194(egl-27). History: N.A.
B0250.5,csr,,16.5,14.72,16.86,38.49,1.02,2.61,WAGO-1,B0250.5,WBGene00007122,Public name for WBGene00007122. History: N.A.
H05C05.2,csr,,21.04,20.44,21.54,43.47,1.02,2.13,WAGO-1,H05C05.2,WBGene00019158,Public name for WBGene00019158. History: N.A.
